Unnamed: 0.1,Unnamed: 0,date,arrival,cargo,time,flight,status,statusCode,origin
0.0,0.0,2023-12-23,True,True,00:10,"[{'no': 'ET 3684', 'airline': 'ETH'}]",Cancelled,,"['LGG', 'KGF']"
1.0,1.0,2023-12-23,True,True,00:25,"[{'no': 'KZ 203', 'airline': 'NCA'}]",At gate 01:04,,['NRT']
2.0,2.0,2023-12-23,True,True,00:45,"[{'no': 'LD 456', 'airline': 'AHK'}]",At gate 01:18,,"['CEB', 'MNL']"
3.0,3.0,2023-12-23,True,True,00:55,"[{'no': 'CX 2087', 'airline': 'CPA'}]",At gate 04:07,,"['NLU', 'GDL', 'ANC']"
4.0,4.0,2023-12-23,True,True,01:00,"[{'no': 'CI 5835', 'airline': 'CAL'}]",At gate 05:28,,['TPE']
5.0,5.0,2023-12-23,True,True,01:10,"[{'no': 'NH 8511', 'airline': 'ANA'}]",At gate 01:27,,['NRT']
6.0,6.0,2023-12-23,True,True,01:20,"[{'no': 'LD 562', 'airline': 'AHK'}]",At gate 01:14,,['SGN']
7.0,7.0,2023-12-23,True,True,01:20,"[{'no': '8K 525', 'airline': 'KMI'}]",At gate 01:20,,"['BKK', 'HAN']"
8.0,8.0,2023-12-23,True,True,01:20,"[{'no': 'KE 313', 'airline': 'KAL'}]",At gate 02:27,,['ICN']
9.0,9.0,2023-12-23,True,True,01:25,"[{'no': 'LD 783', 'airline': 'AHK'}]",At gate 01:42,,['PVG']
10.0,10.0,2023-12-23,True,True,01:25,"[{'no': 'QR 8070', 'airline': 'QTR'}]",At gate 00:57,,"['DOH', 'MCT']"
11.0,11.0,2023-12-23,True,True,01:25,"[{'no': 'BR 6535', 'airline': 'EVA'}]",At gate 02:32,,['TPE']
12.0,12.0,2023-12-23,True,True,01:25,"[{'no': 'EK 9788', 'airline': 'UAE'}]",At gate 00:14,,['DWC']
13.0,13.0,2023-12-23,True,True,01:30,"[{'no': 'LD 209', 'airline': 'AHK'}]",At gate 01:55,,['NRT']
14.0,14.0,2023-12-23,True,True,01:35,"[{'no': 'LD 681', 'airline': 'AHK'}]",At gate 01:33,,['TPE']
15.0,15.0,2023-12-23,True,True,01:50,"[{'no': 'LD 129', 'airline': 'AHK'}]",At gate 03:11,,['ICN']
16.0,16.0,2023-12-23,True,True,01:55,"[{'no': 'EK 9884', 'airline': 'UAE'}]",At gate 01:47,,['DWC']
17.0,17.0,2023-12-23,True,True,02:00,"[{'no': 'LD 205', 'airline': 'AHK'}]",At gate 01:51,,['KIX']
18.0,18.0,2023-12-23,True,True,02:00,"[{'no': 'RH 318', 'airline': 'HKC'}]",At gate 03:49,,['HAN']
19.0,19.0,2023-12-23,True,True,02:15,"[{'no': 'LD 842', 'airline': 'AHK'}]",At gate 01:34,,['BKK']
20.0,20.0,2023-12-23,True,True,02:15,"[{'no': 'PO 785', 'airline': 'PAC'}]",At gate 11:57,,"['MIA', 'ANC']"
21.0,21.0,2023-12-23,True,True,02:30,"[{'no': 'R0 204', 'airline': 'RBF'}]",At gate 04:26,,['SUB']
22.0,22.0,2023-12-23,True,True,02:35,"[{'no': 'LD 316', 'airline': 'AHK'}]",At gate 02:33,,['SIN']
23.0,23.0,2023-12-23,True,True,02:35,"[{'no': 'CV 7334', 'airline': 'CLX'}]",At gate 02:48,,"['LUX', 'DWC', 'CGK', 'PEN']"
24.0,24.0,2023-12-23,True,True,02:40,"[{'no': '5X 004', 'airline': 'UPS'}]",At gate 02:54,,"['PHL', 'CGN', 'STN']"
25.0,25.0,2023-12-23,True,True,02:55,"[{'no': 'QY 546', 'airline': 'BCS'}]",At gate 02:44,,"['LEJ', 'DEL']"
26.0,26.0,2023-12-23,True,True,03:20,"[{'no': 'K4 250', 'airline': 'CKS'}]",At gate 12:16 (25/12/2023),,"['MIA', 'ANC']"
27.0,27.0,2023-12-23,True,True,03:30,"[{'no': 'ET 3708', 'airline': 'ETH'}]",At gate 04:34,,['LGG']
28.0,28.0,2023-12-23,True,True,03:30,"[{'no': 'HY 3577', 'airline': 'UZB'}]",Cancelled,,['TAS']
29.0,29.0,2023-12-23,True,True,03:35,"[{'no': 'D0 038', 'airline': 'DHK'}]",At gate 03:41,,"['EMA', 'ALA']"
30.0,30.0,2023-12-23,True,True,03:35,"[{'no': '3S 517', 'airline': 'BOX'}]",Cancelled,,['LEJ']
31.0,31.0,2023-12-23,True,True,03:35,"[{'no': 'D0 514', 'airline': 'DHK'}]",At gate 03:18,,['DXB']
32.0,32.0,2023-12-23,True,True,03:55,"[{'no': 'ES 745', 'airline': 'DHX'}]",At gate 03:28,,"['BAH', 'BKK']"
33.0,33.0,2023-12-23,True,True,04:00,"[{'no': 'MA 334', 'airline': 'EAU'}]",Cancelled,,['SHJ']
34.0,34.0,2023-12-23,True,True,04:05,"[{'no': 'CX 081', 'airline': 'CPA'}]",At gate 07:12,,"['ORD', 'ANC']"
35.0,35.0,2023-12-23,True,True,04:20,"[{'no': 'GH 1181', 'airline': 'IGT'}]",At gate 04:44,,['EVN']
36.0,36.0,2023-12-23,True,True,04:25,"[{'no': '5Y 8641', 'airline': 'GTI'}]",At gate 12:03 (24/12/2023),,"['ORD', 'AMS', 'TPE', 'HAN']"
37.0,37.0,2023-12-23,True,True,04:25,"[{'no': 'K4 612', 'airline': 'CKS'}]",At gate 12:41,,"['JFK', 'ANC', 'ICN']"
38.0,38.0,2023-12-23,True,True,04:25,"[{'no': '3S 520', 'airline': 'BOX'}]",At gate 03:38,,"['LEJ', 'BAH']"
39.0,39.0,2023-12-23,True,True,04:30,"[{'no': 'FX 021', 'airline': 'FDX'}]",At gate 04:31,,['KIX']
40.0,40.0,2023-12-23,True,True,04:30,"[{'no': 'RH 569', 'airline': 'HKC'}]",Cancelled,,['TPE']
41.0,41.0,2023-12-23,True,True,04:55,"[{'no': 'CK 263', 'airline': 'CKK'}]",At gate 04:48,,['PVG']
42.0,42.0,2023-12-23,True,True,05:00,"[{'no': 'QR 8426', 'airline': 'QTR'}]",At gate 08:24,,['DOH']
43.0,43.0,2023-12-23,True,True,05:05,"[{'no': '5Y 8764', 'airline': 'GTI'}]",At gate 06:43,,"['ORD', 'ANC']"
44.0,44.0,2023-12-23,True,True,06:05,"[{'no': 'K4 284', 'airline': 'CKS'}]",At gate 07:25,,"['YHM', 'LAX']"
45.0,45.0,2023-12-23,True,True,06:25,"[{'no': 'RH 4569', 'airline': 'HKC'}]",At gate 11:44,,['TPE']
46.0,46.0,2023-12-23,True,True,06:40,"[{'no': 'O3 6925', 'airline': 'CSS'}]",At gate 06:31,,['NGB']
47.0,47.0,2023-12-23,True,True,06:55,"[{'no': 'QR 8402', 'airline': 'QTR'}]",At gate 11:29,,['DOH']
48.0,48.0,2023-12-23,True,True,07:00,"[{'no': 'RH 352', 'airline': 'HKC'}]",At gate 09:05,,['MNL']
49.0,49.0,2023-12-23,True,True,07:15,"[{'no': 'ES 739', 'airline': 'DHX'}]",At gate 06:43,,"['BAH', 'BLR']"
50.0,50.0,2023-12-23,True,True,07:20,"[{'no': 'OZ 952', 'airline': 'AAR'}]",At gate 07:19,,"['ICN', 'HAN']"
51.0,51.0,2023-12-23,True,True,07:45,"[{'no': 'CX 3144', 'airline': 'CPA'}]",At gate 07:46,,['BOM']
52.0,52.0,2023-12-23,True,True,07:55,"[{'no': 'LD 3356', 'airline': 'AHK'}]",At gate 07:41,,['MNL']
53.0,53.0,2023-12-23,True,True,08:30,"[{'no': 'EK 9840', 'airline': 'UAE'}]",At gate 06:21,,['DWC']
54.0,54.0,2023-12-23,True,True,08:35,"[{'no': 'RH 830', 'airline': 'HKC'}]",At gate 14:41,,['PVG']
55.0,55.0,2023-12-23,True,True,08:45,"[{'no': 'CX 3253', 'airline': 'CPA'}]",At gate 08:09,,['PVG']
56.0,56.0,2023-12-23,True,True,08:50,"[{'no': 'AK 8008D', 'airline': 'AXM'}]",At gate 22:48,,['BKI']
57.0,57.0,2023-12-23,True,True,08:50,"[{'no': 'ET 3764', 'airline': 'ETH'}]",At gate 01:19 (24/12/2023),,['ADD']
58.0,58.0,2023-12-23,True,True,08:55,"[{'no': 'CX 018', 'airline': 'CPA'}]",At gate 09:45,,['CMB']
59.0,59.0,2023-12-23,True,True,09:00,"[{'no': '3S 538', 'airline': 'BOX'}]",At gate 08:58,,"['LEJ', 'SIN']"
60.0,60.0,2023-12-23,True,True,09:30,"[{'no': '5C 851', 'airline': 'ICL'}]",Cancelled,,['TLV']
61.0,61.0,2023-12-23,True,True,09:35,"[{'no': 'LD 765', 'airline': 'AHK'}]",At gate 09:25,,['PEK']
62.0,62.0,2023-12-23,True,True,09:35,"[{'no': 'CX 3195', 'airline': 'CPA'}]",At gate 14:06,,"['JFK', 'YYZ', 'ANC']"
63.0,63.0,2023-12-23,True,True,09:45,"[{'no': '3S 580', 'airline': 'BOX'}]",At gate 09:51,,"['LEJ', 'ICN']"
64.0,64.0,2023-12-23,True,True,10:15,"[{'no': '5Y 9445', 'airline': 'GTI'}]",At gate 11:38,,['RZE']
65.0,65.0,2023-12-23,True,True,10:35,"[{'no': 'CX 2066', 'airline': 'CPA'}]",At gate 12:01,,"['AMS', 'FRA']"
66.0,66.0,2023-12-23,True,True,10:55,"[{'no': 'OZ 967', 'airline': 'AAR'}]",At gate 15:19,,['ICN']
67.0,67.0,2023-12-23,True,True,11:00,"[{'no': 'D4 702', 'airline': 'GEL'}]",At gate 12:24,,['KGF']
68.0,68.0,2023-12-23,True,True,11:05,"[{'no': 'CX 051', 'airline': 'CPA'}]",At gate 11:51,,['CGO']
69.0,69.0,2023-12-23,True,True,11:10,"[{'no': 'MH 6108', 'airline': 'MAS'}]",At gate 15:21,,"['KUL', 'LBU']"
70.0,70.0,2023-12-23,True,True,11:15,"[{'no': '3V 846', 'airline': 'TAY'}]",At gate 11:25,,['LEJ']
71.0,71.0,2023-12-23,True,True,11:45,"[{'no': '2C 610', 'airline': 'CMA'}]",At gate 11:21,,['CDG']
72.0,72.0,2023-12-23,True,True,11:55,"[{'no': 'CV 7625', 'airline': 'CLX'}]",At gate 16:53,,"['LUX', 'HAN']"
73.0,73.0,2023-12-23,True,True,12:10,"[{'no': 'EK 9844', 'airline': 'UAE'}]",At gate 12:30 (24/12/2023),,['DWC']
74.0,74.0,2023-12-23,True,True,12:55,"[{'no': 'C8 4905', 'airline': 'ICV'}]",At gate 16:04,,"['LUX', 'KWI']"
75.0,75.0,2023-12-23,True,True,13:05,"[{'no': 'RH 332', 'airline': 'HKC'}]",At gate 20:21,,['BKK']
76.0,76.0,2023-12-23,True,True,13:25,"[{'no': 'K4 292', 'airline': 'CKS'}]",At gate 15:26,,"['CVG', 'NRT']"
77.0,77.0,2023-12-23,True,True,13:30,"[{'no': 'NH 8541', 'airline': 'ANA'}]",At gate 13:49,,['NRT']
78.0,78.0,2023-12-23,True,True,13:45,"[{'no': '5X 062', 'airline': 'UPS'}]",At gate 14:27,,"['SDF', 'ANC']"
79.0,79.0,2023-12-23,True,True,13:45,"[{'no': 'EK 9882', 'airline': 'UAE'}]",At gate 18:05,,['DWC']
80.0,80.0,2023-12-23,True,True,14:20,"[{'no': 'EK 9284', 'airline': 'UAE'}]",At gate 14:29,,['DWC']
81.0,81.0,2023-12-23,True,True,14:40,"[{'no': '5X 064', 'airline': 'UPS'}]",At gate 15:05,,"['SDF', 'ANC']"
82.0,82.0,2023-12-23,True,True,14:50,"[{'no': 'CX 005', 'airline': 'CPA'}]",At gate 18:03,,"['NRT', 'TPE']"
83.0,83.0,2023-12-23,True,True,15:00,"[{'no': 'K4 702', 'airline': 'CKS'}]",At gate 06:13 (24/12/2023),,"['JFK', 'ANC']"
84.0,84.0,2023-12-23,True,True,15:10,"[{'no': '5X 1938', 'airline': 'UPS'}]",At gate 15:10,,"['ONT', 'HNL']"
85.0,85.0,2023-12-23,True,True,15:15,"[{'no': 'CV 4045', 'airline': 'CLX'}]",At gate 16:36,,"['LUX', 'DMM']"
86.0,86.0,2023-12-23,True,True,15:30,"[{'no': 'KE 9313', 'airline': 'KAL'}]",At gate 17:19,,['ICN']
87.0,87.0,2023-12-23,True,True,15:50,"[{'no': 'D0 002', 'airline': 'DHK'}]",At gate 16:08,,"['EMA', 'CVG', 'NGO']"
88.0,88.0,2023-12-23,True,True,15:50,"[{'no': 'N8 805', 'airline': 'NCR'}]",At gate 18:19,,['HHN']
89.0,89.0,2023-12-23,True,True,15:50,"[{'no': 'PO 769', 'airline': 'PAC'}]",At gate 16:17,,"['CVG', 'NRT']"
90.0,90.0,2023-12-23,True,True,15:50,"[{'no': 'QR 8840', 'airline': 'QTR'}]",At gate 15:36,,['DOH']
91.0,91.0,2023-12-23,True,True,16:05,"[{'no': 'SQ 7980', 'airline': 'SIA'}]",At gate 15:57,,['SIN']
92.0,92.0,2023-12-23,True,True,16:10,"[{'no': 'C8 9275', 'airline': 'ICV'}]",Cancelled,,"['ASB', 'NRT']"
93.0,93.0,2023-12-23,True,True,16:45,"[{'no': 'LH 8470', 'airline': 'GEC'}]",At gate 23:31,,"['FRA', 'ALA']"
94.0,94.0,2023-12-23,True,True,17:45,"[{'no': 'SV 972', 'airline': 'SVA'}]",At gate 01:27 (24/12/2023),,['RUH']
95.0,95.0,2023-12-23,True,True,18:00,"[{'no': 'CI 5821', 'airline': 'CAL'}]",At gate 18:28,,['TPE']
96.0,96.0,2023-12-23,True,True,18:15,"[{'no': 'CX 2081', 'airline': 'CPA'}]",At gate 05:18 (24/12/2023),,"['MIA', 'ANC']"
97.0,97.0,2023-12-23,True,True,18:20,"[{'no': 'BR 6819', 'airline': 'EVA'}]",At gate 17:40,,['TPE']
98.0,98.0,2023-12-23,True,True,18:30,"[{'no': '7L 993', 'airline': 'AZG'}]",Cancelled,,['GYD']
99.0,99.0,2023-12-23,True,True,18:40,"[{'no': 'SQ 7868', 'airline': 'SIA'}]",At gate 19:17,,['SIN']
100.0,100.0,2023-12-23,True,True,18:50,"[{'no': 'FX 169', 'airline': 'FDX'}]",At gate 19:06,,"['MEM', 'TPE']"
101.0,101.0,2023-12-23,True,True,18:50,"[{'no': 'FX 5432', 'airline': 'FDX'}]",At gate 19:02,,"['MEM', 'ANC', 'ICN']"
102.0,102.0,2023-12-23,True,True,19:30,"[{'no': 'RH 372', 'airline': 'HKC'}]",At gate 21:51,,['SIN']
103.0,103.0,2023-12-23,True,True,19:35,"[{'no': 'EY 947', 'airline': 'ETD'}]",At gate 19:05,,['AUH']
104.0,104.0,2023-12-23,True,True,19:40,"[{'no': 'CV 7355', 'airline': 'CLX'}]",At gate 19:36,,"['LUX', 'ASB', 'NRT']"
105.0,105.0,2023-12-23,True,True,20:10,"[{'no': 'ES 729', 'airline': 'DHX'}]",At gate 19:45,,['BAH']
106.0,106.0,2023-12-23,True,True,20:30,"[{'no': 'CV 4755', 'airline': 'CLX'}]",At gate 20:33,,"['LUX', 'DWC']"
107.0,107.0,2023-12-23,True,True,20:35,"[{'no': 'CX 038', 'airline': 'CPA'}]",At gate 21:34,,"['LHR', 'MXP']"
108.0,108.0,2023-12-23,True,True,20:35,"[{'no': '5X 078', 'airline': 'UPS'}]",At gate 21:32,,"['ONT', 'ANC']"
109.0,109.0,2023-12-23,True,True,20:35,"[{'no': 'RH 9486', 'airline': 'HKC'}]",Cancelled,,"['IST', 'ALA']"
110.0,110.0,2023-12-23,True,True,20:50,"[{'no': 'ET 3728', 'airline': 'ETH'}]",Cancelled,,['ADD']
111.0,111.0,2023-12-23,True,True,21:30,"[{'no': 'TH 6820', 'airline': 'RMY'}]",At gate 22:23,,['KUL']
112.0,112.0,2023-12-23,True,True,21:30,"[{'no': 'AK 9578', 'airline': 'AXM'}]",Cancelled,,['KCH']
113.0,113.0,2023-12-23,True,True,21:45,"[{'no': 'CX 2071', 'airline': 'CPA'}]",At gate 00:24 (24/12/2023),,"['MIA', 'ANC']"
114.0,114.0,2023-12-23,True,True,22:00,"[{'no': 'QR 8360', 'airline': 'QTR'}]",Cancelled,,['DOH']
115.0,115.0,2023-12-23,True,True,22:30,"[{'no': '7L 571', 'airline': 'AZG'}]",At gate 04:29 (24/12/2023),,"['GYD', 'ALA']"
116.0,116.0,2023-12-23,True,True,22:55,"[{'no': 'RH 6652', 'airline': 'HKC'}]",At gate 00:36 (24/12/2023),,['DAC']
117.0,117.0,2023-12-23,True,True,23:05,"[{'no': '5Y 9969', 'airline': 'GTI'}]",At gate 23:50,,['ANC']
118.0,118.0,2023-12-23,True,True,23:05,"[{'no': 'YG 9055', 'airline': 'HYT'}]",Cancelled,,['HGH']
119.0,119.0,2023-12-23,True,True,23:25,"[{'no': 'CX 3142', 'airline': 'CPA'}]",At gate 00:05 (24/12/2023),,['DEL']
120.0,120.0,2023-12-23,True,True,23:40,"[{'no': 'SV 986', 'airline': 'SVA'}]",At gate 06:44 (24/12/2023),,['JED']
121.0,121.0,2023-12-23,True,True,23:55,"[{'no': 'LD 119', 'airline': 'AHK'}]",At gate 00:08 (24/12/2023),,['ICN']
122.0,122.0,2023-12-23,True,True,23:55,"[{'no': 'LD 683', 'airline': 'AHK'}]",At gate 00:06 (24/12/2023),,['TPE']
123.0,0.0,2023-12-24,True,True,00:15,"[{'no': 'LD 225', 'airline': 'AHK'}]",At gate 00:23,,['KIX']
124.0,1.0,2023-12-24,True,True,00:15,"[{'no': 'LD 572', 'airline': 'AHK'}]",At gate 00:41,,"['PEN', 'SGN']"
125.0,2.0,2023-12-24,True,True,00:25,"[{'no': 'KZ 203', 'airline': 'NCA'}]",At gate 01:06,,['NRT']
126.0,3.0,2023-12-24,True,True,00:25,"[{'no': 'LD 392', 'airline': 'AHK'}]",At gate 00:25,,['PEN']
127.0,4.0,2023-12-24,True,True,00:40,"[{'no': 'QR 8056', 'airline': 'QTR'}]",Cancelled,,"['DOH', 'IKA']"
128.0,5.0,2023-12-24,True,True,00:40,"[{'no': 'QR 8340', 'airline': 'QTR'}]",At gate 18:39,,['DOH']
129.0,6.0,2023-12-24,True,True,00:45,"[{'no': 'LD 456', 'airline': 'AHK'}]",At gate 00:52,,"['CEB', 'MNL']"
130.0,7.0,2023-12-24,True,True,00:45,"[{'no': 'K4 610', 'airline': 'CKS'}]",At gate 16:24,,"['JFK', 'ANC', 'ICN']"
131.0,8.0,2023-12-24,True,True,00:55,"[{'no': 'LD 217', 'airline': 'AHK'}]",At gate 00:38,,['NGO']
132.0,9.0,2023-12-24,True,True,00:55,"[{'no': 'CX 097', 'airline': 'CPA'}]",At gate 02:39,,"['NLU', 'GDL', 'ANC']"
133.0,10.0,2023-12-24,True,True,01:00,"[{'no': 'CI 5835', 'airline': 'CAL'}]",At gate 07:13,,['TPE']
134.0,11.0,2023-12-24,True,True,01:10,"[{'no': 'LD 769', 'airline': 'AHK'}]",At gate 01:22,,['PEK']
135.0,12.0,2023-12-24,True,True,01:10,"[{'no': 'NH 8511', 'airline': 'ANA'}]",At gate 01:22,,['NRT']
136.0,13.0,2023-12-24,True,True,01:15,"[{'no': 'K4 250', 'airline': 'CKS'}]",Cancelled,,"['MIA', 'ANC']"
137.0,14.0,2023-12-24,True,True,01:15,"[{'no': 'CX 035', 'airline': 'CPA'}]",At gate 06:56,,"['KIX', 'ICN']"
138.0,15.0,2023-12-24,True,True,01:15,"[{'no': 'CX 048', 'airline': 'CPA'}]",At gate 01:41,,"['DAC', 'HAN']"
139.0,16.0,2023-12-24,True,True,01:20,"[{'no': '8K 525', 'airline': 'KMI'}]",At gate 01:15,,['HAN']
140.0,17.0,2023-12-24,True,True,01:20,"[{'no': 'KE 313', 'airline': 'KAL'}]",At gate 03:10,,['ICN']
141.0,18.0,2023-12-24,True,True,01:25,"[{'no': 'LD 326', 'airline': 'AHK'}]",At gate 01:24,,['SIN']
142.0,19.0,2023-12-24,True,True,01:25,"[{'no': 'LD 783', 'airline': 'AHK'}]",At gate 01:35,,['PVG']
143.0,20.0,2023-12-24,True,True,01:25,"[{'no': 'LD 842', 'airline': 'AHK'}]",At gate 01:09,,['BKK']
144.0,21.0,2023-12-24,True,True,01:25,"[{'no': 'ET 3600', 'airline': 'ETH'}]",At gate 18:48 (23/12/2023),,['ADD']
145.0,22.0,2023-12-24,True,True,01:30,"[{'no': 'LD 209', 'airline': 'AHK'}]",At gate 02:12,,['NRT']
146.0,23.0,2023-12-24,True,True,01:30,"[{'no': 'TH 3507', 'airline': 'RMY'}]",At gate 01:16,,['SZB']
147.0,24.0,2023-12-24,True,True,01:35,"[{'no': '3S 542', 'airline': 'BOX'}]",At gate 01:38,,"['LEJ', 'SIN']"
148.0,25.0,2023-12-24,True,True,02:00,"[{'no': 'RH 318', 'airline': 'HKC'}]",At gate 00:20,,['HAN']
149.0,26.0,2023-12-24,True,True,02:20,"[{'no': '5X 022', 'airline': 'UPS'}]",At gate 02:19,,"['PHL', 'DXB', 'CGN']"
150.0,27.0,2023-12-24,True,True,02:45,"[{'no': 'SG 7010', 'airline': 'SEJ'}]",Cancelled,,['CCU']
151.0,28.0,2023-12-24,True,True,02:50,"[{'no': 'WW 865', 'airline': 'KXP'}]",At gate 05:32,,['BKI']
152.0,29.0,2023-12-24,True,True,02:55,"[{'no': 'ES 725', 'airline': 'DHX'}]",At gate 02:15,,['BAH']
153.0,30.0,2023-12-24,True,True,02:55,"[{'no': 'QY 548', 'airline': 'BCS'}]",At gate 02:48,,"['LEJ', 'DEL']"
154.0,31.0,2023-12-24,True,True,03:10,"[{'no': 'PO 789', 'airline': 'PAC'}]",At gate 07:14,,"['MIA', 'ANC']"
155.0,32.0,2023-12-24,True,True,03:20,"[{'no': 'K4 252', 'airline': 'CKS'}]",At gate 07:13 (25/12/2023),,"['MIA', 'ANC']"
156.0,33.0,2023-12-24,True,True,03:30,"[{'no': 'CX 3259', 'airline': 'CPA'}]",At gate 19:34,,['XMN']
157.0,34.0,2023-12-24,True,True,03:35,"[{'no': 'D0 516', 'airline': 'DHK'}]",At gate 03:00,,"['EMA', 'DXB']"
158.0,35.0,2023-12-24,True,True,03:55,"[{'no': 'ES 743', 'airline': 'DHX'}]",At gate 03:44,,"['BAH', 'BKK']"
159.0,36.0,2023-12-24,True,True,04:00,"[{'no': 'D0 036', 'airline': 'DHK'}]",At gate 03:18,,"['EMA', 'BAH']"
160.0,37.0,2023-12-24,True,True,04:05,"[{'no': 'CX 095', 'airline': 'CPA'}]",At gate 04:37,,['JFK']
161.0,38.0,2023-12-24,True,True,04:10,"[{'no': 'PO 098', 'airline': 'PAC'}]",At gate 16:35,,"['LEJ', 'BAH']"
162.0,39.0,2023-12-24,True,True,04:25,"[{'no': 'LD 721', 'airline': 'AHK'}]",At gate 03:49,,['CTU']
163.0,40.0,2023-12-24,True,True,04:25,"[{'no': '3S 546', 'airline': 'BOX'}]",At gate 03:59,,"['LEJ', 'SIN']"
164.0,41.0,2023-12-24,True,True,04:30,"[{'no': 'K4 614', 'airline': 'CKS'}]",At gate 19:53,,"['JFK', 'ANC']"
165.0,42.0,2023-12-24,True,True,04:30,"[{'no': 'RH 4569', 'airline': 'HKC'}]",At gate 06:35,,['TPE']
166.0,43.0,2023-12-24,True,True,04:50,"[{'no': 'CX 3265', 'airline': 'CPA'}]",At gate 08:44,,['CKG']
167.0,44.0,2023-12-24,True,True,04:50,"[{'no': 'QR 8412', 'airline': 'QTR'}]",At gate 08:08,,['DOH']
168.0,45.0,2023-12-24,True,True,04:55,"[{'no': 'CK 263', 'airline': 'CKK'}]",Cancelled,,['PVG']
169.0,46.0,2023-12-24,True,True,05:00,"[{'no': 'FX 5124', 'airline': 'FDX'}]",At gate 04:39,,"['MEM', 'CDG', 'DXB']"
170.0,47.0,2023-12-24,True,True,05:15,"[{'no': 'GTR3962', 'airline': 'GTR'}]",At gate 07:04,,['MAD']
171.0,48.0,2023-12-24,True,True,05:30,"[{'no': '7L 8111', 'airline': 'AZG'}]",At gate 07:00,,"['GYD', 'DWC']"
172.0,49.0,2023-12-24,True,True,05:35,"[{'no': '3S 582', 'airline': 'BOX'}]",At gate 08:09,,"['LEJ', 'ICN']"
173.0,50.0,2023-12-24,True,True,05:35,"[{'no': 'CV 7855', 'airline': 'CLX'}]",At gate 05:28,,"['LUX', 'SGN']"
174.0,51.0,2023-12-24,True,True,06:05,"[{'no': 'K4 288', 'airline': 'CKS'}]",At gate 18:44,,"['YHM', 'LAX']"
175.0,52.0,2023-12-24,True,True,06:40,"[{'no': 'CX 093', 'airline': 'CPA'}]",At gate 09:46,,"['ORD', 'ANC']"
176.0,53.0,2023-12-24,True,True,06:45,"[{'no': 'EK 9886', 'airline': 'UAE'}]",At gate 06:05,,['DWC']
177.0,54.0,2023-12-24,True,True,06:55,"[{'no': 'PO 8197', 'airline': 'PAC'}]",Cancelled,,"['LAX', 'ICN']"
178.0,55.0,2023-12-24,True,True,06:55,"[{'no': 'PO 8201', 'airline': 'PAC'}]",At gate 11:11,,"['CVG', 'ICN']"
179.0,56.0,2023-12-24,True,True,07:00,"[{'no': 'FX 049', 'airline': 'FDX'}]",At gate 06:55,,"['IND', 'ANC', 'TPE', 'SIN']"
180.0,57.0,2023-12-24,True,True,07:00,"[{'no': 'RH 352', 'airline': 'HKC'}]",At gate 05:55,,['MNL']
181.0,58.0,2023-12-24,True,True,07:00,"[{'no': 'QR 8064', 'airline': 'QTR'}]",At gate 06:39,,"['DOH', 'SIN']"
182.0,59.0,2023-12-24,True,True,07:20,"[{'no': 'OZ 954', 'airline': 'AAR'}]",At gate 07:59,,"['ICN', 'HAN']"
183.0,60.0,2023-12-24,True,True,07:45,"[{'no': 'CX 055', 'airline': 'CPA'}]",At gate 07:51,,['PVG']
184.0,61.0,2023-12-24,True,True,08:35,"[{'no': 'RH 830', 'airline': 'HKC'}]",At gate 10:28,,['PVG']
185.0,62.0,2023-12-24,True,True,08:50,"[{'no': 'AK 8008', 'airline': 'AXM'}]",At gate 12:40,,['BKI']
186.0,63.0,2023-12-24,True,True,09:10,"[{'no': '3S 500', 'airline': 'BOX'}]",At gate 09:16,,['LEJ']
187.0,64.0,2023-12-24,True,True,09:15,"[{'no': 'EK 9238', 'airline': 'UAE'}]",At gate 09:22 (25/12/2023),,['DWC']
188.0,65.0,2023-12-24,True,True,09:45,"[{'no': 'CI 5825', 'airline': 'CAL'}]",At gate 17:47,,['TPE']
189.0,66.0,2023-12-24,True,True,11:40,"[{'no': 'TK 6057', 'airline': 'THY'}]",At gate 13:42,,"['IST', 'TBS']"
190.0,67.0,2023-12-24,True,True,12:00,"[{'no': '5Y 8691', 'airline': 'GTI'}]",Cancelled,,['ANC']
191.0,68.0,2023-12-24,True,True,12:10,"[{'no': '5Y 8855', 'airline': 'GTI'}]",At gate 12:24,,"['MIA', 'ANC']"
192.0,69.0,2023-12-24,True,True,12:30,"[{'no': 'CV 4326', 'airline': 'CLX'}]",At gate 12:26,,"['LUX', 'KUL']"
193.0,70.0,2023-12-24,True,True,12:30,"[{'no': '7L 1571', 'airline': 'AZG'}]",At gate 16:39,,['GYD']
194.0,71.0,2023-12-24,True,True,12:55,"[{'no': 'CV 4796', 'airline': 'CLX'}]",Cancelled,,['LUX']
195.0,72.0,2023-12-24,True,True,12:55,"[{'no': 'CV 7646', 'airline': 'CLX'}]",At gate 13:20,,['LUX']
196.0,73.0,2023-12-24,True,True,13:00,"[{'no': '5Y 8373', 'airline': 'GTI'}]",At gate 18:18,,['HAN']
197.0,74.0,2023-12-24,True,True,13:05,"[{'no': 'RH 332', 'airline': 'HKC'}]",At gate 22:31,,['BKK']
198.0,75.0,2023-12-24,True,True,14:00,"[{'no': '5C 851', 'airline': 'ICL'}]",At gate 14:37,,['TLV']
199.0,76.0,2023-12-24,True,True,14:10,"[{'no': 'KZ 209', 'airline': 'NCA'}]",At gate 15:11,,['NRT']
