,date,arrival,cargo,time,flight,status,statusCode,destination
0,2023-12-23,False,True,00:25,"[{'no': 'CX 056', 'airline': 'CPA'}]",Dep 00:42,,PVG
1,2023-12-23,False,True,00:25,"[{'no': 'CX 3272', 'airline': 'CPA'}]",Dep 00:24,,MIA
2,2023-12-23,False,True,01:00,"[{'no': 'FX 9742', 'airline': 'FDX'}]",Dep 02:21,,ANC
3,2023-12-23,False,True,01:10,"[{'no': 'ES 726', 'airline': 'DHX'}]",Dep 01:12,,BAH
4,2023-12-23,False,True,01:15,"[{'no': 'LD 764', 'airline': 'AHK'}]",Dep 01:22,,PEK
5,2023-12-23,False,True,01:15,"[{'no': 'RH 4568', 'airline': 'HKC'}]",Dep 06:28,,TPE
6,2023-12-23,False,True,01:15,"[{'no': 'CX 006', 'airline': 'CPA'}]",Dep 04:08,,NRT
7,2023-12-23,False,True,01:40,"[{'no': 'SV 975', 'airline': 'SVA'}]",Dep 09:41,,RUH
8,2023-12-23,False,True,01:40,"[{'no': 'ET 3601', 'airline': 'ETH'}]",Cancelled,,ADD
9,2023-12-23,False,True,01:55,"[{'no': 'LD 3357', 'airline': 'AHK'}]",Dep 02:05,,MNL
10,2023-12-23,False,True,02:00,"[{'no': 'RH 829', 'airline': 'HKC'}]",Dep 05:55,,PVG
11,2023-12-23,False,True,02:40,"[{'no': 'NH 8512', 'airline': 'ANA'}]",Dep 02:49,,NRT
12,2023-12-23,False,True,02:45,"[{'no': 'KZ 202', 'airline': 'NCA'}]",Dep 03:16,,NRT
13,2023-12-23,False,True,03:00,"[{'no': 'CI 5836', 'airline': 'CAL'}]",Dep 07:04,,TPE
14,2023-12-23,False,True,03:15,"[{'no': 'PO 916', 'airline': 'PAC'}]",Dep 20:56,,LAX
15,2023-12-23,False,True,03:20,"[{'no': 'KE 314', 'airline': 'KAL'}]",Dep 04:49,,ICN
16,2023-12-23,False,True,03:25,"[{'no': 'QR 8071', 'airline': 'QTR'}]",Dep 03:27,,DOH
17,2023-12-23,False,True,03:25,"[{'no': 'BR 6536', 'airline': 'EVA'}]",Dep 04:41,,TPE
18,2023-12-23,False,True,03:35,"[{'no': '3S 517', 'airline': 'BOX'}]",Dep 04:09,,LEJ
19,2023-12-23,False,True,03:40,"[{'no': 'LD 457', 'airline': 'AHK'}]",Dep 04:22,,MNL
20,2023-12-23,False,True,03:40,"[{'no': '8K 526', 'airline': 'KMI'}]",Dep 03:56,,BKK
21,2023-12-23,False,True,03:40,"[{'no': 'EK 9789', 'airline': 'UAE'}]",Dep 02:18,,DWC
22,2023-12-23,False,True,03:45,"[{'no': 'LD 571', 'airline': 'AHK'}]",Dep 04:11,,PEN
23,2023-12-23,False,True,03:45,"[{'no': 'CX 050', 'airline': 'CPA'}]",Dep 04:03,,CGO
24,2023-12-23,False,True,04:05,"[{'no': 'LD 831', 'airline': 'AHK'}]",Dep 04:20,,BKK
25,2023-12-23,False,True,04:10,"[{'no': 'EK 9885', 'airline': 'UAE'}]",Dep 04:04,,DWC
26,2023-12-23,False,True,04:15,"[{'no': 'LD 128', 'airline': 'AHK'}]",Dep 04:22,,ICN
27,2023-12-23,False,True,04:15,"[{'no': 'LD 224', 'airline': 'AHK'}]",Dep 04:13,,KIX
28,2023-12-23,False,True,04:20,"[{'no': 'LD 208', 'airline': 'AHK'}]",Dep 04:29,,NRT
29,2023-12-23,False,True,04:30,"[{'no': 'LD 317', 'airline': 'AHK'}]",Dep 04:35,,SIN
30,2023-12-23,False,True,04:30,"[{'no': 'R0 201', 'airline': 'RBF'}]",Dep 07:18,,CGK
31,2023-12-23,False,True,04:35,"[{'no': 'CV 7335', 'airline': 'CLX'}]",Dep 06:46,,ASB
32,2023-12-23,False,True,04:45,"[{'no': 'LD 680', 'airline': 'AHK'}]",Dep 05:21,,TPE
33,2023-12-23,False,True,04:50,"[{'no': 'LD 782', 'airline': 'AHK'}]",Dep 04:57,,PVG
34,2023-12-23,False,True,05:00,"[{'no': 'CX 086', 'airline': 'CPA'}]",Dep 05:25,,ANC
35,2023-12-23,False,True,05:30,"[{'no': 'HY 3578', 'airline': 'UZB'}]",Cancelled,,TAS
36,2023-12-23,False,True,05:35,"[{'no': 'D0 005', 'airline': 'DHK'}]",Dep 05:40,,NGO
37,2023-12-23,False,True,05:35,"[{'no': 'D0 513', 'airline': 'DHK'}]",Dep 05:42,,DXB
38,2023-12-23,False,True,05:35,"[{'no': 'ES 724', 'airline': 'DHX'}]",Dep 06:04,,BAH
39,2023-12-23,False,True,06:00,"[{'no': 'QY 547', 'airline': 'BCS'}]",Dep 06:46,,ALA
40,2023-12-23,False,True,06:25,"[{'no': '5Y 8642', 'airline': 'GTI'}]",Dep 15:25 (24/12/2023),,ANC
41,2023-12-23,False,True,06:25,"[{'no': 'RH 331', 'airline': 'HKC'}]",Dep 13:06,,BKK
42,2023-12-23,False,True,06:35,"[{'no': '3S 520', 'airline': 'BOX'}]",Dep 06:36,,NRT
43,2023-12-23,False,True,06:40,"[{'no': 'K4 203', 'airline': 'CKS'}]",Dep 07:00,,SYD
44,2023-12-23,False,True,06:50,"[{'no': 'FX 021', 'airline': 'FDX'}]",Dep 06:19,,CDG
45,2023-12-23,False,True,06:55,"[{'no': 'CX 061', 'airline': 'CPA'}]",Dep 06:56,,BOM
46,2023-12-23,False,True,06:55,"[{'no': 'CX 3280', 'airline': 'CPA'}]",Dep 10:13,,LAX
47,2023-12-23,False,True,07:00,"[{'no': 'K4 251', 'airline': 'CKS'}]",Dep 14:20 (25/12/2023),,ANC
48,2023-12-23,False,True,07:00,"[{'no': 'N8 577', 'airline': 'NCR'}]",Dep 07:34,,ICN
49,2023-12-23,False,True,07:05,"[{'no': '5Y 8761', 'airline': 'GTI'}]",Dep 08:54,,ANC
50,2023-12-23,False,True,07:05,"[{'no': 'N8 508', 'airline': 'NCR'}]",Dep 21:56,,DWC
51,2023-12-23,False,True,07:10,"[{'no': 'CK 264', 'airline': 'CKK'}]",Dep 06:53,,PVG
52,2023-12-23,False,True,07:20,"[{'no': 'GH 1182', 'airline': 'IGT'}]",Dep 09:52,,NMA
53,2023-12-23,False,True,07:30,"[{'no': 'QR 8427', 'airline': 'QTR'}]",Dep 10:09,,DOH
54,2023-12-23,False,True,07:55,"[{'no': 'O3 6926', 'airline': 'CSS'}]",Dep 07:24,,NGB
55,2023-12-23,False,True,09:00,"[{'no': 'PO 786', 'airline': 'PAC'}]",Dep 14:16,,LAX
56,2023-12-23,False,True,09:05,"[{'no': 'K4 613', 'airline': 'CKS'}]",Dep 14:49,,ANC
57,2023-12-23,False,True,09:10,"[{'no': 'K4 285', 'airline': 'CKS'}]",Dep 11:02,,LAX
58,2023-12-23,False,True,09:20,"[{'no': 'OZ 952', 'airline': 'AAR'}]",Dep 09:48,,ICN
59,2023-12-23,False,True,09:20,"[{'no': 'ES 738', 'airline': 'DHX'}]",Dep 09:37,,BLR
60,2023-12-23,False,True,09:25,"[{'no': 'QR 8403', 'airline': 'QTR'}]",Dep 13:56,,DOH
61,2023-12-23,False,True,09:30,"[{'no': 'RH 371', 'airline': 'HKC'}]",Dep 11:39,,SIN
62,2023-12-23,False,True,09:30,"[{'no': 'ET 3035', 'airline': 'ETH'}]",Dep 10:27,,ADD
63,2023-12-23,False,True,10:10,"[{'no': 'AK 8011D', 'airline': 'AXM'}]",Dep 00:08 (24/12/2023),,KUL
64,2023-12-23,False,True,10:10,"[{'no': 'EK 9841', 'airline': 'UAE'}]",Dep 09:47,,DWC
65,2023-12-23,False,True,10:55,"[{'no': 'CX 041', 'airline': 'CPA'}]",Dep 11:31,,DEL
66,2023-12-23,False,True,11:25,"[{'no': 'KD 5276', 'airline': 'WGN'}]",Cancelled,,ICN
67,2023-12-23,False,True,11:45,"[{'no': '5Y 648', 'airline': 'GTI'}]",Dep 13:41,,ANC
68,2023-12-23,False,True,11:55,"[{'no': 'CX 036', 'airline': 'CPA'}]",Dep 16:13,,KIX
69,2023-12-23,False,True,11:55,"[{'no': '3S 593', 'airline': 'BOX'}]",Dep 11:53,,DEL
70,2023-12-23,False,True,12:00,"[{'no': 'K4 717', 'airline': 'CKS'}]",Dep 15:01,,ICN
71,2023-12-23,False,True,12:25,"[{'no': 'CX 3247', 'airline': 'CPA'}]",Dep 13:51,,DAC
72,2023-12-23,False,True,12:30,"[{'no': 'RH 6651', 'airline': 'HKC'}]",Dep 15:23,,DAC
73,2023-12-23,False,True,12:30,"[{'no': '5Y 8052', 'airline': 'GTI'}]",Dep 18:05,,ANC
74,2023-12-23,False,True,12:55,"[{'no': 'OZ 968', 'airline': 'AAR'}]",Dep 17:55,,ICN
75,2023-12-23,False,True,13:00,"[{'no': 'D4 701', 'airline': 'GEL'}]",Dep 14:42,,KGF
76,2023-12-23,False,True,13:10,"[{'no': 'MH 6109', 'airline': 'MAS'}]",Dep 17:15,,KUL
77,2023-12-23,False,True,13:15,"[{'no': '3V 847', 'airline': 'TAY'}]",Dep 14:02,,LEJ
78,2023-12-23,False,True,13:30,"[{'no': 'RH 9489', 'airline': 'HKC'}]",Dep 16:03,,ALA
79,2023-12-23,False,True,13:40,"[{'no': '5C 852', 'airline': 'ICL'}]",Cancelled,,TLV
80,2023-12-23,False,True,13:55,"[{'no': 'CV 7626', 'airline': 'CLX'}]",Dep 18:50,,ASB
81,2023-12-23,False,True,14:40,"[{'no': 'EK 9845', 'airline': 'UAE'}]",Dep 14:54 (24/12/2023),,DWC
82,2023-12-23,False,True,14:45,"[{'no': '2C 611', 'airline': 'CMA'}]",Dep 14:38,,CDG
83,2023-12-23,False,True,14:55,"[{'no': 'C8 5906', 'airline': 'ICV'}]",Dep 18:06,,ANC
84,2023-12-23,False,True,15:00,"[{'no': 'NH 8542', 'airline': 'ANA'}]",Dep 15:04,,NRT
85,2023-12-23,False,True,15:25,"[{'no': 'K4 293', 'airline': 'CKS'}]",Dep 17:26,,LAX
86,2023-12-23,False,True,16:05,"[{'no': 'CX 3068', 'airline': 'CPA'}]",Dep 16:07,,ANC
87,2023-12-23,False,True,16:15,"[{'no': 'EK 9883', 'airline': 'UAE'}]",Dep 19:46,,DWC
88,2023-12-23,False,True,16:50,"[{'no': 'EK 9285', 'airline': 'UAE'}]",Dep 16:54,,DWC
89,2023-12-23,False,True,17:00,"[{'no': 'K4 703', 'airline': 'CKS'}]",Dep 08:02 (24/12/2023),,ICN
90,2023-12-23,False,True,17:15,"[{'no': 'CX 3296', 'airline': 'CPA'}]",Dep 17:44,,ANC
91,2023-12-23,False,True,17:15,"[{'no': 'CV 5046', 'airline': 'CLX'}]",Dep 18:35,,ANC
92,2023-12-23,False,True,17:30,"[{'no': 'KE 9314', 'airline': 'KAL'}]",Dep 19:16,,ICN
93,2023-12-23,False,True,17:35,"[{'no': '5Y 8137', 'airline': 'GTI'}]",Dep 01:43 (24/12/2023),,DEL
94,2023-12-23,False,True,17:40,"[{'no': 'QR 8431', 'airline': 'QTR'}]",Dep 17:42,,DOH
95,2023-12-23,False,True,17:45,"[{'no': 'NJ 2455', 'airline': 'RCR'}]",Dep 20:23,,SHJ
96,2023-12-23,False,True,18:00,"[{'no': 'F5 8830', 'airline': 'ATG'}]",Dep 18:27,,DWC
97,2023-12-23,False,True,18:05,"[{'no': 'D0 003', 'airline': 'DHK'}]",Dep 18:27,,NGO
98,2023-12-23,False,True,18:20,"[{'no': 'C8 9276', 'airline': 'ICV'}]",Cancelled,,GYD
99,2023-12-23,False,True,18:20,"[{'no': 'PO 770', 'airline': 'PAC'}]",Dep 18:40,,ANC
100,2023-12-23,False,True,18:25,"[{'no': 'SQ 7980', 'airline': 'SIA'}]",Dep 18:07,,ANC
101,2023-12-23,False,True,18:45,"[{'no': 'LH 8471', 'airline': 'GEC'}]",Cancelled,,DWC
102,2023-12-23,False,True,19:25,"[{'no': 'SV 973', 'airline': 'SVA'}]",Dep 03:52 (24/12/2023),,RUH
103,2023-12-23,False,True,20:00,"[{'no': 'HC 511', 'airline': 'HGO'}]",Cancelled,,MCT
104,2023-12-23,False,True,20:00,"[{'no': 'CI 5822', 'airline': 'CAL'}]",Dep 20:34,,TPE
105,2023-12-23,False,True,20:15,"[{'no': 'RH 317', 'airline': 'HKC'}]",Dep 19:02,,HAN
106,2023-12-23,False,True,20:20,"[{'no': 'BR 6820', 'airline': 'EVA'}]",Dep 19:53,,TPE
107,2023-12-23,False,True,20:45,"[{'no': 'FX 5012', 'airline': 'FDX'}]",Dep 20:46,,ANC
108,2023-12-23,False,True,21:00,"[{'no': '7L 425', 'airline': 'AZG'}]",Cancelled,,DWC
109,2023-12-23,False,True,21:15,"[{'no': 'SQ 7867', 'airline': 'SIA'}]",Dep 21:27,,SIN
110,2023-12-23,False,True,21:35,"[{'no': 'EY 948', 'airline': 'ETD'}]",Dep 21:35,,AUH
111,2023-12-23,False,True,21:40,"[{'no': 'CV 7366', 'airline': 'CLX'}]",Dep 21:09,,GYD
112,2023-12-23,False,True,21:55,"[{'no': 'LH 8463', 'airline': 'GEC'}]",Cancelled,,FRA
113,2023-12-23,False,True,21:55,"[{'no': 'FX 5986', 'airline': 'FDX'}]",Dep 21:27,,ANC
114,2023-12-23,False,True,22:00,"[{'no': 'ES 728', 'airline': 'DHX'}]",Dep 22:01,,BAH
115,2023-12-23,False,True,22:10,"[{'no': 'CX 3262', 'airline': 'CPA'}]",Dep 01:34 (24/12/2023),,CKG
116,2023-12-23,False,True,22:20,"[{'no': 'ET 3729', 'airline': 'ETH'}]",Dep 20:44,,HAN
117,2023-12-23,False,True,22:30,"[{'no': 'CV 5756', 'airline': 'CLX'}]",Dep 22:02,,ANC
118,2023-12-23,False,True,22:50,"[{'no': 'CX 3258', 'airline': 'CPA'}]",Dep 14:20 (24/12/2023),,XMN
119,2023-12-23,False,True,23:00,"[{'no': 'AK 9579', 'airline': 'AXM'}]",Cancelled,,KUL
120,2023-12-23,False,True,23:05,"[{'no': 'TH 6821', 'airline': 'RMY'}]",Dep 23:35,,KUL
121,2023-12-23,False,True,23:15,"[{'no': 'RH 4568', 'airline': 'HKC'}]",Dep 01:59 (24/12/2023),,TPE
122,2023-12-23,False,True,23:25,"[{'no': 'CX 3254', 'airline': 'CPA'}]",Dep 23:33,,PVG
123,2023-12-23,False,True,23:35,"[{'no': 'RH 351', 'airline': 'HKC'}]",Dep 00:29 (24/12/2023),,MNL
0,2023-12-24,False,True,00:00,"[{'no': 'QR 8361', 'airline': 'QTR'}]",Cancelled,,DOH
1,2023-12-24,False,True,00:05,"[{'no': 'RH 358', 'airline': 'HKC'}]",Dep 00:04,,ALA
2,2023-12-24,False,True,01:00,"[{'no': '7L 572', 'airline': 'AZG'}]",Dep 17:42,,GYD
3,2023-12-24,False,True,01:05,"[{'no': 'YG 9056', 'airline': 'HYT'}]",Cancelled,,HGH
4,2023-12-24,False,True,01:15,"[{'no': 'CX 006', 'airline': 'CPA'}]",Dep 04:07,,NRT
5,2023-12-24,False,True,01:35,"[{'no': '5X 1939', 'airline': 'UPS'}]",Dep 01:25,,ANC
6,2023-12-24,False,True,01:40,"[{'no': 'SV 987', 'airline': 'SVA'}]",Dep 09:43,,RUH
7,2023-12-24,False,True,02:00,"[{'no': 'RH 829', 'airline': 'HKC'}]",Dep 02:05,,PVG
8,2023-12-24,False,True,02:05,"[{'no': '5X 061', 'airline': 'UPS'}]",Dep 02:00,,TPE
9,2023-12-24,False,True,02:20,"[{'no': '5X 001', 'airline': 'UPS'}]",Dep 01:56,,SHJ
10,2023-12-24,False,True,02:35,"[{'no': 'QR 8057', 'airline': 'QTR'}]",Dep 21:04,,DOH
11,2023-12-24,False,True,02:40,"[{'no': 'NH 8512', 'airline': 'ANA'}]",Dep 02:40,,NRT
12,2023-12-24,False,True,02:45,"[{'no': 'KZ 202', 'airline': 'NCA'}]",Dep 03:05,,NRT
13,2023-12-24,False,True,03:00,"[{'no': 'CI 5836', 'airline': 'CAL'}]",Dep 09:08,,TPE
14,2023-12-24,False,True,03:20,"[{'no': 'LD 768', 'airline': 'AHK'}]",Dep 03:28,,PEK
15,2023-12-24,False,True,03:20,"[{'no': 'KE 314', 'airline': 'KAL'}]",Dep 04:48,,ICN
16,2023-12-24,False,True,03:25,"[{'no': 'LD 720', 'airline': 'AHK'}]",Dep 03:38,,CTU
17,2023-12-24,False,True,03:40,"[{'no': 'LD 831', 'airline': 'AHK'}]",Dep 04:06,,BKK
18,2023-12-24,False,True,03:40,"[{'no': '8K 526', 'airline': 'KMI'}]",Dep 04:01,,BKK
19,2023-12-24,False,True,03:45,"[{'no': 'LD 327', 'airline': 'AHK'}]",Dep 04:10,,SIN
20,2023-12-24,False,True,03:45,"[{'no': 'SG 7009', 'airline': 'SEJ'}]",Cancelled,,CCU
21,2023-12-24,False,True,03:45,"[{'no': '5X 063', 'airline': 'UPS'}]",Dep 03:30,,ANC
22,2023-12-24,False,True,03:45,"[{'no': 'TH 3508', 'airline': 'RMY'}]",Dep 03:55,,SZB
23,2023-12-24,False,True,03:50,"[{'no': 'WW 866', 'airline': 'KXP'}]",Dep 06:21,,KUL
24,2023-12-24,False,True,04:00,"[{'no': 'LD 391', 'airline': 'AHK'}]",Dep 04:15,,PEN
25,2023-12-24,False,True,04:00,"[{'no': '3S 545', 'airline': 'BOX'}]",Dep 04:19,,SIN
26,2023-12-24,False,True,04:05,"[{'no': 'LD 457', 'airline': 'AHK'}]",Dep 04:24,,MNL
27,2023-12-24,False,True,04:20,"[{'no': 'LD 204', 'airline': 'AHK'}]",Dep 04:22,,KIX
28,2023-12-24,False,True,04:25,"[{'no': 'LD 208', 'airline': 'AHK'}]",Dep 04:35,,NRT
29,2023-12-24,False,True,04:25,"[{'no': 'LD 782', 'airline': 'AHK'}]",Dep 04:26,,PVG
30,2023-12-24,False,True,04:25,"[{'no': 'ES 736', 'airline': 'DHX'}]",Dep 04:57,,BLR
31,2023-12-24,False,True,04:25,"[{'no': '5X 065', 'airline': 'UPS'}]",Dep 04:19,,ANC
32,2023-12-24,False,True,04:35,"[{'no': 'LD 216', 'airline': 'AHK'}]",Dep 05:01,,NGO
33,2023-12-24,False,True,05:00,"[{'no': 'CX 096', 'airline': 'CPA'}]",Dep 12:06,,ANC
34,2023-12-24,False,True,05:05,"[{'no': 'LD 561', 'airline': 'AHK'}]",Dep 05:17,,SGN
35,2023-12-24,False,True,05:10,"[{'no': 'PO 948', 'airline': 'PAC'}]",Dep 09:30,,ANC
36,2023-12-24,False,True,05:10,"[{'no': 'CX 007', 'airline': 'CPA'}]",Dep 06:06,,DWC
37,2023-12-24,False,True,05:35,"[{'no': 'LD 680', 'airline': 'AHK'}]",Dep 06:03,,TPE
38,2023-12-24,False,True,05:35,"[{'no': 'D0 515', 'airline': 'DHK'}]",Dep 05:57,,DXB
39,2023-12-24,False,True,05:35,"[{'no': 'ES 722', 'airline': 'DHX'}]",Dep 05:41,,BAH
40,2023-12-24,False,True,05:40,"[{'no': 'D0 037', 'airline': 'DHK'}]",Dep 05:59,,ALA
41,2023-12-24,False,True,06:00,"[{'no': 'QY 549', 'airline': 'BCS'}]",Dep 06:14,,ALA
42,2023-12-24,False,True,06:10,"[{'no': 'PO 287', 'airline': 'PAC'}]",Dep 19:19,,ANC
43,2023-12-24,False,True,06:25,"[{'no': 'RH 331', 'airline': 'HKC'}]",Dep 15:34,,BKK
44,2023-12-24,False,True,06:25,"[{'no': '3S 546', 'airline': 'BOX'}]",Dep 06:15,,NRT
45,2023-12-24,False,True,06:40,"[{'no': 'GTR3967', 'airline': 'GTR'}]",Dep 12:49,,NQZ
46,2023-12-24,False,True,06:50,"[{'no': '5X 003', 'airline': 'UPS'}]",Dep 06:31,,DXB
47,2023-12-24,False,True,06:50,"[{'no': 'CX 2070', 'airline': 'CPA'}]",Dep 06:43,,MIA
48,2023-12-24,False,True,06:50,"[{'no': 'CX 2080', 'airline': 'CPA'}]",Dep 07:04,,DFW
49,2023-12-24,False,True,06:55,"[{'no': 'K4 251', 'airline': 'CKS'}]",Cancelled,,ANC
50,2023-12-24,False,True,07:00,"[{'no': 'MA 335', 'airline': 'EAU'}]",Dep 12:29,,SHJ
51,2023-12-24,False,True,07:05,"[{'no': 'K4 253', 'airline': 'CKS'}]",Dep 09:18 (25/12/2023),,ANC
52,2023-12-24,False,True,07:05,"[{'no': 'K4 287', 'airline': 'CKS'}]",Dep 20:48,,LAX
53,2023-12-24,False,True,07:10,"[{'no': 'K4 615', 'airline': 'CKS'}]",Dep 21:40,,ANC
54,2023-12-24,False,True,07:10,"[{'no': 'CK 264', 'airline': 'CKK'}]",Cancelled,,PVG
55,2023-12-24,False,True,07:10,"[{'no': 'ET 3717', 'airline': 'ETH'}]",Dep 04:47,,LGG
56,2023-12-24,False,True,07:20,"[{'no': 'QR 8413', 'airline': 'QTR'}]",Dep 10:47,,DOH
57,2023-12-24,False,True,07:30,"[{'no': 'K4 611', 'airline': 'CKS'}]",Dep 18:14,,ANC
58,2023-12-24,False,True,07:30,"[{'no': 'CV 7856', 'airline': 'CLX'}]",Dep 07:22,,ASB
59,2023-12-24,False,True,07:30,"[{'no': '7L 625', 'airline': 'AZG'}]",Dep 23:11,,GYD
60,2023-12-24,False,True,07:45,"[{'no': '5Y 8523', 'airline': 'GTI'}]",Dep 05:27 (26/12/2023),,ANC
61,2023-12-24,False,True,07:45,"[{'no': '3S 591', 'airline': 'BOX'}]",Dep 09:54,,DEL
62,2023-12-24,False,True,08:40,"[{'no': 'EK 9887', 'airline': 'UAE'}]",Dep 08:56,,DWC
63,2023-12-24,False,True,09:05,"[{'no': 'PO 8198', 'airline': 'PAC'}]",Dep 14:22,,ANC
64,2023-12-24,False,True,09:05,"[{'no': 'QR 8065', 'airline': 'QTR'}]",Dep 09:18,,DOH
65,2023-12-24,False,True,09:10,"[{'no': 'RH 9457', 'airline': 'HKC'}]",Dep 09:07,,DEL
66,2023-12-24,False,True,09:15,"[{'no': 'K4 205', 'airline': 'CKS'}]",Dep 10:48,,NGO
67,2023-12-24,False,True,09:20,"[{'no': 'OZ 954', 'airline': 'AAR'}]",Dep 09:56,,ICN
68,2023-12-24,False,True,09:45,"[{'no': 'CX 3249', 'airline': 'CPA'}]",Dep 09:57,,CGK
69,2023-12-24,False,True,10:10,"[{'no': 'AK 8011', 'airline': 'AXM'}]",Dep 14:07,,KUL
70,2023-12-24,False,True,10:50,"[{'no': 'CX 079', 'airline': 'CPA'}]",Dep 10:57,,SIN
71,2023-12-24,False,True,11:10,"[{'no': '3S 521', 'airline': 'BOX'}]",Dep 12:16,,LEJ
72,2023-12-24,False,True,11:15,"[{'no': 'EK 9239', 'airline': 'UAE'}]",Dep 14:03 (25/12/2023),,DWC
73,2023-12-24,False,True,11:45,"[{'no': 'CI 5826', 'airline': 'CAL'}]",Dep 19:37,,TPE
74,2023-12-24,False,True,11:55,"[{'no': 'N8 871', 'airline': 'NCR'}]",Dep 15:28,,DWC
75,2023-12-24,False,True,12:00,"[{'no': 'CC 4102', 'airline': 'ABD'}]",Cancelled,,DWC
76,2023-12-24,False,True,12:05,"[{'no': 'FX 018', 'airline': 'FDX'}]",Dep 11:58,,SIN
77,2023-12-24,False,True,12:35,"[{'no': 'LH 8461', 'airline': 'GEC'}]",Dep 14:02,,FRA
78,2023-12-24,False,True,13:05,"[{'no': 'D4 701', 'airline': 'GEL'}]",Cancelled,,KGF
79,2023-12-24,False,True,13:15,"[{'no': 'CX 3194', 'airline': 'CPA'}]",Dep 21:40,,ANC
80,2023-12-24,False,True,13:30,"[{'no': 'RH 9485', 'airline': 'HKC'}]",Dep 13:36,,ALA
81,2023-12-24,False,True,13:40,"[{'no': 'TK 6058', 'airline': 'THY'}]",Dep 15:43,,FRU
82,2023-12-24,False,True,14:30,"[{'no': 'CV 5327', 'airline': 'CLX'}]",Dep 18:03,,ANC
83,2023-12-24,False,True,14:30,"[{'no': '7L 1572', 'airline': 'AZG'}]",Dep 18:48,,GYD
84,2023-12-24,False,True,14:55,"[{'no': 'CV 5797', 'airline': 'CLX'}]",Dep 17:18,,ANC
85,2023-12-24,False,True,14:55,"[{'no': 'CV 7646', 'airline': 'CLX'}]",Cancelled,,ANC
86,2023-12-24,False,True,15:00,"[{'no': '5Y 8373', 'airline': 'GTI'}]",Dep 20:35,,ANC
87,2023-12-24,False,True,16:05,"[{'no': 'KZ 206', 'airline': 'NCA'}]",Dep 16:37,,NRT
88,2023-12-24,False,True,16:30,"[{'no': 'NH 8514', 'airline': 'ANA'}]",Dep 16:28,,NRT
89,2023-12-24,False,True,17:00,"[{'no': '5Y 654', 'airline': 'GTI'}]",Dep 17:19,,ICN
90,2023-12-24,False,True,17:05,"[{'no': '5C 852', 'airline': 'ICL'}]",Dep 19:14,,TLV
91,2023-12-24,False,True,17:10,"[{'no': 'F5 2241', 'airline': 'ATG'}]",Dep 17:10,,DEL
92,2023-12-24,False,True,17:10,"[{'no': 'MH 6117', 'airline': 'MAS'}]",Dep 16:55,,KUL
93,2023-12-24,False,True,17:15,"[{'no': 'KE 8314', 'airline': 'KAL'}]",Dep 18:54,,ICN
94,2023-12-24,False,True,17:25,"[{'no': 'EY 9858', 'airline': 'ETD'}]",Dep 21:31,,AUH
95,2023-12-24,False,True,17:55,"[{'no': 'CX 2098', 'airline': 'CPA'}]",Dep 17:41,,ANC
96,2023-12-24,False,True,18:05,"[{'no': 'ET 3601', 'airline': 'ETH'}]",Dep 08:32 (27/12/2023),,ADD
97,2023-12-24,False,True,18:20,"[{'no': 'C8 9267', 'airline': 'ICV'}]",Dep 20:10,,GYD
98,2023-12-24,False,True,18:20,"[{'no': 'CX 3065', 'airline': 'CPA'}]",Dep 19:18,,MAA
99,2023-12-24,False,True,18:35,"[{'no': 'CV 5807', 'airline': 'CLX'}]",Dep 20:54,,ANC
100,2023-12-24,False,True,18:40,"[{'no': 'OZ 968', 'airline': 'AAR'}]",Dep 18:44,,ICN
101,2023-12-24,False,True,18:40,"[{'no': '5X 019', 'airline': 'UPS'}]",Dep 18:28,,CGN
102,2023-12-24,False,True,20:00,"[{'no': 'HC 511', 'airline': 'HGO'}]",Dep 20:12,,MCT
103,2023-12-24,False,True,20:00,"[{'no': '7L 8112', 'airline': 'AZG'}]",Dep 10:04,,ANC
104,2023-12-24,False,True,20:15,"[{'no': 'QF 7526', 'airline': 'QFA'}]",Cancelled,,SYD
105,2023-12-24,False,True,20:15,"[{'no': 'RH 317', 'airline': 'HKC'}]",Cancelled,,HAN
106,2023-12-24,False,True,21:00,"[{'no': 'T8 4702', 'airline': 'TVR'}]",Dep 21:05,,DWC
107,2023-12-24,False,True,21:00,"[{'no': 'CI 5838', 'airline': 'CAL'}]",Dep 06:53 (25/12/2023),,TPE
108,2023-12-24,False,True,22:00,"[{'no': 'BR 6090', 'airline': 'EVA'}]",Dep 22:08,,TPE
109,2023-12-24,False,True,22:05,"[{'no': 'ES 728', 'airline': 'DHX'}]",Dep 21:57,,BAH
110,2023-12-24,False,True,22:30,"[{'no': 'QR 8439', 'airline': 'QTR'}]",Dep 22:20,,DOH
111,2023-12-24,False,True,23:00,"[{'no': 'AK 8561', 'airline': 'AXM'}]",Cancelled,,KUL
112,2023-12-24,False,True,23:05,"[{'no': 'TH 6821', 'airline': 'RMY'}]",Dep 23:29,,KUL
113,2023-12-24,False,True,23:15,"[{'no': 'RH 568', 'airline': 'HKC'}]",Cancelled,,TPE
114,2023-12-24,False,True,23:50,"[{'no': 'CX 037', 'airline': 'CPA'}]",Dep 01:32 (25/12/2023),,DEL
115,2023-12-24,False,True,23:50,"[{'no': 'CX 2023', 'airline': 'CPA'}]",Dep 23:58,,SYD
0,2023-12-25,False,True,01:10,"[{'no': 'CV 7957', 'airline': 'CLX'}]",Dep 01:41,,ASB
