date,arrival,cargo,time,flight,status,statusCode,destination,terminal,aisle,gate
2024-04-14,False,False,22:00,"[{'no': 'XJ 701', 'airline': 'TAX'}]",Dep 02:01 (15/04/2024),,BKK,T1,,513
2024-04-14,False,False,22:55,"[{'no': 'PR 311', 'airline': 'PAL'}]",Dep 00:06 (15/04/2024),,MNL,T1,F,30
2024-04-14,False,False,23:55,"[{'no': 'CX 289', 'airline': 'CPA'}, {'no': 'LH 7015', 'airline': 'DLH'}]",Dep 00:00 (15/04/2024),,FRA,T1,A,7
2024-04-16,False,False,00:05,"[{'no': 'CX 880', 'airline': 'CPA'}, {'no': 'AA 8933', 'airline': 'AAL'}, {'no': 'MH 9190', 'airline': 'MAS'}, {'no': 'OM 5880', 'airline': 'MGL'}]",,,LAX,T1,BC,
2024-04-16,False,False,00:20,"[{'no': 'CX 105', 'airline': 'CPA'}, {'no': 'AY 5095', 'airline': 'FIN'}, {'no': 'OM 5605', 'airline': 'MGL'}, {'no': 'BA 4567', 'airline': 'BAW'}, {'no': 'QR 5830', 'airline': 'QTR'}]",,,MEL,T1,A,
2024-04-16,False,False,00:30,"[{'no': 'OZ 746', 'airline': 'AAR'}, {'no': 'HX 1566', 'airline': 'CRK'}]",,,ICN,T1,E,
2024-04-16,False,False,00:30,"[{'no': 'CX 749', 'airline': 'CPA'}, {'no': 'JL 7901', 'airline': 'JAL'}, {'no': 'LA 5632', 'airline': 'LAN'}]",,,JNB,T1,A,
2024-04-16,False,False,00:35,"[{'no': 'EK 381', 'airline': 'UAE'}, {'no': 'TP 6349', 'airline': 'TAP'}]",,,DXB,T1,G,
2024-04-16,False,False,00:45,"[{'no': 'CX 888', 'airline': 'CPA'}]",,,YVR,T1,BC,
2024-04-16,False,False,00:45,"[{'no': 'KE 178', 'airline': 'KAL'}, {'no': 'DL 7774', 'airline': 'DAL'}, {'no': 'VS 5516', 'airline': 'VIR'}]",,,ICN,T1,G,
2024-04-16,False,False,00:50,"[{'no': 'CX 872', 'airline': 'CPA'}, {'no': 'AA 8930', 'airline': 'AAL'}, {'no': 'MH 9198', 'airline': 'MAS'}, {'no': 'OM 5872', 'airline': 'MGL'}]",,,SFO,T1,BC,
2024-04-16,False,False,00:50,"[{'no': 'MM 068', 'airline': 'APJ'}]",,,KIX,T1,K,
2024-04-16,False,False,00:55,"[{'no': 'HX 779', 'airline': 'CRK'}, {'no': 'TK 9223', 'airline': 'THY'}]",,,BKK,T1,K,
2024-04-16,False,False,01:20,"[{'no': 'CX 524', 'airline': 'CPA'}, {'no': 'AA 5884', 'airline': 'AAL'}, {'no': 'FJ 5478', 'airline': 'FJI'}, {'no': 'JL 7040', 'airline': 'JAL'}, {'no': 'QR 5844', 'airline': 'QTR'}]",,,NRT,T1,A,
2024-04-16,False,False,01:20,"[{'no': 'KE 180', 'airline': 'KAL'}, {'no': 'DL 7916', 'airline': 'DAL'}, {'no': 'EY 8506', 'airline': 'ETD'}]",,,ICN,T1,G,
2024-04-16,False,False,01:25,"[{'no': '7C 2108', 'airline': 'JJA'}]",,,ICN,T1,D,
2024-04-16,False,False,01:25,"[{'no': 'QR 815', 'airline': 'QTR'}, {'no': 'JU 8317', 'airline': 'ASL'}, {'no': 'BA 2328', 'airline': 'BAW'}, {'no': 'CX 9201', 'airline': 'CPA'}, {'no': 'IB 7922', 'airline': 'IBE'}, {'no': 'LA 7419', 'airline': 'LAN'}]",,,DOH,T1,E,
2024-04-16,False,False,01:40,"[{'no': 'CX 659', 'airline': 'CPA'}, {'no': 'AY 5133', 'airline': 'FIN'}, {'no': 'OM 5613', 'airline': 'MGL'}, {'no': 'QR 3459', 'airline': 'QTR'}]",,,SIN,T1,BC,
2024-04-16,False,False,01:50,"[{'no': 'CX 566', 'airline': 'CPA'}, {'no': 'JL 7050', 'airline': 'JAL'}, {'no': 'QR 5838', 'airline': 'QTR'}]",,,KIX,T1,A,
2024-04-16,False,False,02:00,"[{'no': 'HX 767', 'airline': 'CRK'}, {'no': 'TK 9215', 'airline': 'THY'}]",,,BKK,T1,K,
2024-04-16,False,False,02:00,"[{'no': 'CX 844', 'airline': 'CPA'}, {'no': 'LA 5631', 'airline': 'LAN'}, {'no': 'MH 9120', 'airline': 'MAS'}, {'no': 'OM 5844', 'airline': 'MGL'}]",,,JFK,T1,BC,
2024-04-16,False,False,02:15,"[{'no': 'HX 707', 'airline': 'CRK'}, {'no': 'GA 9771', 'airline': 'GIA'}]",,,DPS,T1,K,
2024-04-16,False,False,02:15,"[{'no': 'TW 118', 'airline': 'TWB'}]",,,ICN,T1,G,
2024-04-16,False,False,02:20,"[{'no': 'UO 676', 'airline': 'HKE'}, {'no': 'CX 5676', 'airline': 'CPA'}]",,,CJU,T1,H,
2024-04-16,False,False,02:35,"[{'no': 'HX 606', 'airline': 'CRK'}]",,,NRT,T1,K,
2024-04-16,False,False,03:05,"[{'no': 'HX 602', 'airline': 'CRK'}, {'no': 'TK 9211', 'airline': 'THY'}]",,,KIX,T1,K,
2024-04-16,False,False,07:00,"[{'no': 'UO 820', 'airline': 'HKE'}, {'no': 'CX 5820', 'airline': 'CPA'}]",,,OKA,T1,H,
2024-04-16,False,False,07:05,"[{'no': 'UO 850', 'airline': 'HKE'}]",,,KIX,T1,H,
2024-04-16,False,False,07:15,"[{'no': 'UO 618', 'airline': 'HKE'}]",,,ICN,T1,H,
2024-04-16,False,False,07:20,"[{'no': 'CX 907', 'airline': 'CPA'}, {'no': 'AC 9775', 'airline': 'ACA'}]",,,MNL,T1,BC,
2024-04-16,False,False,07:25,"[{'no': 'BR 828', 'airline': 'EVA'}, {'no': 'HX 1828', 'airline': 'CRK'}]",,,TPE,T1,E,
2024-04-16,False,False,07:25,"[{'no': 'HX 676', 'airline': 'CRK'}]",,,OKA,T1,K,
2024-04-16,False,False,07:30,"[{'no': 'MU 726', 'airline': 'CES'}, {'no': 'FM 3030', 'airline': 'CSH'}]",,,PVG,T1,J,
2024-04-16,False,False,07:40,"[{'no': 'HX 604', 'airline': 'CRK'}]",,,NRT,T1,K,
2024-04-16,False,False,07:40,"[{'no': 'UO 550', 'airline': 'HKE'}, {'no': 'CX 5550', 'airline': 'CPA'}]",,,HAN,T1,H,
2024-04-16,False,False,07:40,"[{'no': 'HB 281', 'airline': 'HGB'}]",,,BKK,T1,D,
2024-04-16,False,False,07:45,"[{'no': 'TG 603', 'airline': 'THA'}]",,,BKK,T1,H,
2024-04-16,False,False,07:50,"[{'no': 'CX 958', 'airline': 'CPA'}, {'no': 'CA 6524', 'airline': 'CCA'}]",,,HGH,T1,A,
2024-04-16,False,False,07:50,"[{'no': 'CX 982', 'airline': 'CPA'}]",,,CAN,T1,A,
2024-04-16,False,False,07:55,"[{'no': 'UO 760', 'airline': 'HKE'}]",,,HKT,T1,H,
2024-04-16,False,False,07:55,"[{'no': 'UO 846', 'airline': 'HKE'}, {'no': 'CX 5846', 'airline': 'CPA'}]",,,KOJ,T1,H,
2024-04-16,False,False,08:00,"[{'no': 'SQ 897', 'airline': 'SIA'}]",,,SIN,T1,F,
2024-04-16,False,False,08:00,"[{'no': 'CX 691', 'airline': 'CPA'}, {'no': 'AA 8898', 'airline': 'AAL'}, {'no': 'OM 5661', 'airline': 'MGL'}, {'no': 'FJ 5458', 'airline': 'FJI'}]",,,SIN,T1,BC,
2024-04-16,False,False,08:00,"[{'no': 'CX 705', 'airline': 'CPA'}, {'no': 'AA 8906', 'airline': 'AAL'}, {'no': 'AC 9779', 'airline': 'ACA'}, {'no': 'PG 4550', 'airline': 'BKP'}, {'no': 'GF 4051', 'airline': 'GFA'}, {'no': 'OM 5645', 'airline': 'MGL'}, {'no': 'QR 3469', 'airline': 'QTR'}]",,,BKK,T1,A,
2024-04-16,False,False,08:00,"[{'no': 'UO 130', 'airline': 'HKE'}]",,,KHH,T1,H,
2024-04-16,False,False,08:00,"[{'no': 'UO 190', 'airline': 'HKE'}, {'no': 'CX 5190', 'airline': 'CPA'}]",,,RMQ,T1,H,
2024-04-16,False,False,08:05,"[{'no': 'HX 236', 'airline': 'CRK'}, {'no': 'HU 8356', 'airline': 'CHH'}]",,,PVG,T1,K,
2024-04-16,False,False,08:05,"[{'no': 'CX 257', 'airline': 'CPA'}]",,,LHR,T1,BC,
2024-04-16,False,False,08:05,"[{'no': 'UO 704', 'airline': 'HKE'}]",,,BKK,T1,H,
2024-04-16,False,False,08:10,"[{'no': 'CI 922', 'airline': 'CAL'}]",,,TPE,T1,F,
2024-04-16,False,False,08:10,"[{'no': 'CX 564', 'airline': 'CPA'}, {'no': 'JL 7054', 'airline': 'JAL'}]",,,TPE,T1,BC,
2024-04-16,False,False,08:10,"[{'no': 'CX 596', 'airline': 'CPA'}, {'no': 'JL 7028', 'airline': 'JAL'}, {'no': 'QR 5826', 'airline': 'QTR'}]",,,KIX,T1,A,
2024-04-16,False,False,08:10,"[{'no': 'CX 723', 'airline': 'CPA'}, {'no': 'AC 9781', 'airline': 'ACA'}, {'no': 'MH 9189', 'airline': 'MAS'}]",,,KUL,T1,BC,
2024-04-16,False,False,08:15,"[{'no': 'CX 526', 'airline': 'CPA'}, {'no': 'AA 8966', 'airline': 'AAL'}, {'no': 'JL 7026', 'airline': 'JAL'}, {'no': 'QR 5840', 'airline': 'QTR'}]",,,NRT,T1,A,
2024-04-16,False,False,08:15,"[{'no': 'CX 921', 'airline': 'CPA'}, {'no': 'PR 3201', 'airline': 'PAL'}, {'no': 'AC 9767', 'airline': 'ACA'}]",,,CEB,T1,BC,
2024-04-16,False,False,08:15,"[{'no': 'UO 612', 'airline': 'HKE'}]",,,FUK,T1,H,
2024-04-16,False,False,08:20,"[{'no': 'CX 316', 'airline': 'CPA'}]",,,PVG,T1,A,
2024-04-16,False,False,08:20,"[{'no': 'CX 633', 'airline': 'CPA'}]",,,PEN,T1,BC,
2024-04-16,False,False,08:20,"[{'no': 'CX 771', 'airline': 'CPA'}, {'no': 'AC 9799', 'airline': 'ACA'}, {'no': 'QR 5817', 'airline': 'QTR'}]",,,HKT,T1,A,
2024-04-16,False,False,08:30,"[{'no': 'CA 118', 'airline': 'CCA'}, {'no': 'CX 6118', 'airline': 'CPA'}]",,,PEK,T1,J,
2024-04-16,False,False,08:30,"[{'no': 'CX 759', 'airline': 'CPA'}, {'no': 'OM 5663', 'airline': 'MGL'}]",,,SIN,T1,BC,
2024-04-16,False,False,08:30,"[{'no': 'HB 340', 'airline': 'HGB'}]",,,KIX,T1,D,
2024-04-16,False,False,08:35,"[{'no': 'HX 112', 'airline': 'CRK'}, {'no': 'HU 8516', 'airline': 'CHH'}]",,,HGH,T1,K,
2024-04-16,False,False,08:35,"[{'no': 'CX 530', 'airline': 'CPA'}, {'no': 'JL 7034', 'airline': 'JAL'}, {'no': 'QF 8225', 'airline': 'QFA'}]",,,TPE,T1,BC,
2024-04-16,False,False,08:35,"[{'no': 'CX 607', 'airline': 'CPA'}, {'no': 'QR 5839', 'airline': 'QTR'}]",,,PNH,T1,BC,
2024-04-16,False,False,08:35,"[{'no': 'UO 552', 'airline': 'HKE'}, {'no': 'CX 5552', 'airline': 'CPA'}]",,,DAD,T1,H,
2024-04-16,False,False,08:40,"[{'no': 'CX 767', 'airline': 'CPA'}, {'no': 'AA 8910', 'airline': 'AAL'}, {'no': 'AC 9769', 'airline': 'ACA'}, {'no': 'BA 4559', 'airline': 'BAW'}, {'no': 'VN 3563', 'airline': 'HVN'}, {'no': 'OM 5644', 'airline': 'MGL'}, {'no': 'QF 8248', 'airline': 'QFA'}, {'no': 'QR 5821', 'airline': 'QTR'}]",,,SGN,T1,BC,
2024-04-16,False,False,08:45,"[{'no': 'CX 548', 'airline': 'CPA'}, {'no': 'JL 7030', 'airline': 'JAL'}, {'no': 'QR 5820', 'airline': 'QTR'}]",,,HND,T1,A,
2024-04-16,False,False,08:45,"[{'no': 'UO 686', 'airline': 'HKE'}]",,,KIX,T1,H,
2024-04-16,False,False,08:45,"[{'no': 'MH 079', 'airline': 'MAS'}, {'no': 'CX 6012', 'airline': 'CPA'}, {'no': 'FY 7053', 'airline': 'FFM'}, {'no': 'UL 2779', 'airline': 'ALK'}, {'no': 'AY 6627', 'airline': 'FIN'}, {'no': 'QR 4987', 'airline': 'QTR'}]",,,KUL,T1,E,
2024-04-16,False,False,08:50,"[{'no': 'CX 432', 'airline': 'CPA'}]",,,KHH,T1,BC,
2024-04-16,False,False,08:55,"[{'no': 'HX 628', 'airline': 'CRK'}, {'no': 'OZ 9294', 'airline': 'AAR'}]",,,ICN,T1,K,
2024-04-16,False,False,09:00,"[{'no': 'CX 390', 'airline': 'CPA'}, {'no': 'CA 6510', 'airline': 'CCA'}]",,,PEK,T1,A,
2024-04-16,False,False,09:00,"[{'no': 'CX 717', 'airline': 'CPA'}, {'no': 'AA 8891', 'airline': 'AAL'}, {'no': 'AC 9787', 'airline': 'ACA'}, {'no': 'PG 4552', 'airline': 'BKP'}, {'no': 'GF 4077', 'airline': 'GFA'}, {'no': 'OM 5665', 'airline': 'MGL'}]",,,BKK,T1,A,
2024-04-16,False,False,09:00,"[{'no': 'CZ 5010', 'airline': 'CSN'}, {'no': '3U 7004', 'airline': 'CSC'}]",,,PKX,T1,J,
2024-04-16,False,False,09:00,"[{'no': 'CX 901', 'airline': 'CPA'}, {'no': 'AC 9785', 'airline': 'ACA'}]",,,MNL,T1,BC,
2024-04-16,False,False,09:00,"[{'no': 'UO 230', 'airline': 'HKE'}]",,,PKX,T1,H,
2024-04-16,False,False,09:05,"[{'no': 'SQ 899', 'airline': 'SIA'}]",,,SIN,T1,F,
2024-04-16,False,False,09:05,"[{'no': 'HX 664', 'airline': 'CRK'}]",,,NGO,T1,K,
2024-04-16,False,False,09:05,"[{'no': 'CX 504', 'airline': 'CPA'}, {'no': 'AA 8880', 'airline': 'AAL'}, {'no': 'JL 7042', 'airline': 'JAL'}, {'no': 'QR 5846', 'airline': 'QTR'}]",,,NRT,T1,A,
2024-04-16,False,False,09:10,"[{'no': 'HB 702', 'airline': 'HGB'}]",,,TPE,T1,D,
2024-04-16,False,False,09:15,"[{'no': 'HX 252', 'airline': 'CRK'}, {'no': 'BR 2898', 'airline': 'EVA'}]",,,TPE,T1,K,
2024-04-16,False,False,09:15,"[{'no': 'HX 608', 'airline': 'CRK'}]",,,NRT,T1,K,
2024-04-16,False,False,09:15,"[{'no': 'CX 580', 'airline': 'CPA'}, {'no': 'JL 7062', 'airline': 'JAL'}, {'no': 'QF 8215', 'airline': 'QFA'}, {'no': 'QR 5804', 'airline': 'QTR'}]",,,CTS,T1,A,
2024-04-16,False,False,09:15,"[{'no': 'CX 777', 'airline': 'CPA'}, {'no': 'AA 8913', 'airline': 'AAL'}, {'no': 'BA 4141', 'airline': 'BAW'}, {'no': 'QR 3483', 'airline': 'QTR'}]",,,CGK,T1,BC,
2024-04-16,False,False,09:15,"[{'no': 'UO 848', 'airline': 'HKE'}]",,,NRT,T1,H,
2024-04-16,False,False,09:20,"[{'no': '5J 149', 'airline': 'CEB'}]",,,CRK,T1,L,
2024-04-16,False,False,09:20,"[{'no': 'HB 320', 'airline': 'HGB'}]",,,NRT,T1,D,
2024-04-16,False,False,09:25,"[{'no': 'CX 368', 'airline': 'CPA'}]",,,PVG,T1,A,
2024-04-16,False,False,09:25,"[{'no': 'CX 410', 'airline': 'CPA'}, {'no': 'AA 8887', 'airline': 'AAL'}, {'no': 'QF 8223', 'airline': 'QFA'}, {'no': 'QR 3456', 'airline': 'QTR'}]",,,ICN,T1,A,
2024-04-16,False,False,09:25,"[{'no': '5J 273', 'airline': 'CEB'}]",,,MNL,T1,L,
2024-04-16,False,False,09:25,"[{'no': 'UO 674', 'airline': 'HKE'}, {'no': 'CX 5674', 'airline': 'CPA'}]",,,PUS,T1,H,
2024-04-16,False,False,09:30,"[{'no': 'CX 755', 'airline': 'CPA'}, {'no': 'AA 8940', 'airline': 'AAL'}, {'no': 'AC 9785', 'airline': 'ACA'}, {'no': 'PG 4554', 'airline': 'BKP'}, {'no': 'GF 4055', 'airline': 'GFA'}, {'no': 'OM 5657', 'airline': 'MGL'}]",,,BKK,T1,A,
2024-04-16,False,False,09:30,"[{'no': 'CX 970', 'airline': 'CPA'}]",,,XMN,T1,A,
2024-04-16,False,False,09:35,"[{'no': 'CX 342', 'airline': 'CPA'}]",,,SHA,T1,A,
2024-04-16,False,False,09:40,"[{'no': '5J 241', 'airline': 'CEB'}]",,,CEB,T1,L,
2024-04-16,False,False,09:45,"[{'no': 'MU 724', 'airline': 'CES'}, {'no': 'FM 3028', 'airline': 'CSH'}]",,,PVG,T1,J,
2024-04-16,False,False,09:55,"[{'no': 'BR 892', 'airline': 'EVA'}, {'no': 'HX 1820', 'airline': 'CRK'}]",,,TPE,T1,E,
2024-04-16,False,False,09:55,"[{'no': 'CX 450', 'airline': 'CPA'}, {'no': 'JL 7044', 'airline': 'JAL'}]",,,TPE,T1,BC,
2024-04-16,False,False,10:00,"[{'no': 'CX 536', 'airline': 'CPA'}, {'no': 'JL 7036', 'airline': 'JAL'}, {'no': 'QF 8213', 'airline': 'QFA'}]",,,NGO,T1,A,
2024-04-16,False,False,10:00,"[{'no': 'CX 785', 'airline': 'CPA'}, {'no': 'AA 8915', 'airline': 'AAL'}, {'no': 'JL 7931', 'airline': 'JAL'}, {'no': 'QR 3485', 'airline': 'QTR'}]",,,DPS,T1,BC,
2024-04-16,False,False,10:00,"[{'no': 'CX 986', 'airline': 'CPA'}, {'no': 'CA 6522', 'airline': 'CCA'}]",,,TFU,T1,A,
2024-04-16,False,False,10:00,"[{'no': 'HB 760', 'airline': 'HGB'}]",,,ICN,T1,D,
2024-04-16,False,False,10:05,"[{'no': 'UK 162', 'airline': 'VTI'}]",,,DEL,T1,D,
2024-04-16,False,False,10:10,"[{'no': 'CI 934', 'airline': 'CAL'}, {'no': 'AE 5214', 'airline': 'MDA'}]",,,KHH,T1,F,
2024-04-16,False,False,10:15,"[{'no': 'CI 602', 'airline': 'CAL'}]",,,TPE,T1,F,
2024-04-16,False,False,10:15,"[{'no': 'CX 954', 'airline': 'CPA'}]",,,TAO,T1,A,
2024-04-16,False,False,10:20,"[{'no': 'CX 376', 'airline': 'CPA'}]",,,PVG,T1,A,
2024-04-16,False,False,10:20,"[{'no': 'CX 494', 'airline': 'CPA'}]",,,TPE,T1,BC,
2024-04-16,False,False,10:25,"[{'no': 'CX 506', 'airline': 'CPA'}, {'no': 'JL 7052', 'airline': 'JAL'}, {'no': 'QR 5822', 'airline': 'QTR'}]",,,KIX,T1,A,
2024-04-16,False,False,10:30,"[{'no': 'CA 108', 'airline': 'CCA'}, {'no': 'CX 6108', 'airline': 'CPA'}]",,,PEK,T1,J,
2024-04-16,False,False,10:30,"[{'no': 'HX 640', 'airline': 'CRK'}]",,,FUK,T1,K,
2024-04-16,False,False,10:35,"[{'no': 'UO 870', 'airline': 'HKE'}, {'no': 'CX 5870', 'airline': 'CPA'}]",,,NRT,T1,H,
2024-04-16,False,False,10:40,"[{'no': 'CX 520', 'airline': 'CPA'}, {'no': 'AA 8882', 'airline': 'AAL'}, {'no': 'JL 7046', 'airline': 'JAL'}, {'no': 'QR 5828', 'airline': 'QTR'}]",,,NRT,T1,A,
2024-04-16,False,False,10:40,"[{'no': 'UO 630', 'airline': 'HKE'}]",,,ICN,T1,H,
2024-04-16,False,False,10:40,"[{'no': 'JL 736', 'airline': 'JAL'}, {'no': 'AA 8418', 'airline': 'AAL'}, {'no': 'AS 7330', 'airline': 'ASA'}, {'no': 'CX 6322', 'airline': 'CPA'}, {'no': 'HA 5382', 'airline': 'HAL'}, {'no': 'MH 9120', 'airline': 'MAS'}, {'no': 'TN 1901', 'airline': 'THT'}, {'no': 'WS 5911', 'airline': 'WJA'}]",,,NRT,T1,G,
2024-04-16,False,False,10:45,"[{'no': 'CX 828', 'airline': 'CPA'}]",,,YYZ,T1,BC,
2024-04-16,False,False,10:45,"[{'no': 'FD 509', 'airline': 'AIQ'}]",,,DMK,T1,L,
2024-04-16,False,False,10:50,"[{'no': 'UO 668', 'airline': 'HKE'}]",,,FUK,T1,H,
2024-04-16,False,False,10:50,"[{'no': 'HB 322', 'airline': 'HGB'}]",,,NRT,T1,D,
2024-04-16,False,False,10:55,"[{'no': 'UO 110', 'airline': 'HKE'}]",,,TPE,T1,H,
2024-04-16,False,False,11:00,"[{'no': 'CX 588', 'airline': 'CPA'}, {'no': 'JL 7058', 'airline': 'JAL'}, {'no': 'QR 3496', 'airline': 'QTR'}]",,,FUK,T1,A,
2024-04-16,False,False,11:00,"[{'no': '5J 111', 'airline': 'CEB'}]",,,MNL,T1,L,
2024-04-16,False,False,11:00,"[{'no': 'UO 172', 'airline': 'HKE'}, {'no': 'CX 5172', 'airline': 'CPA'}]",,,RMQ,T1,H,
2024-04-16,False,False,11:05,"[{'no': 'BR 852', 'airline': 'EVA'}, {'no': 'HX 1822', 'airline': 'CRK'}]",,,TPE,T1,E,
2024-04-16,False,False,11:05,"[{'no': 'CI 904', 'airline': 'CAL'}]",,,TPE,T1,F,
2024-04-16,False,False,11:05,"[{'no': 'HX 161', 'airline': 'CRK'}, {'no': 'HU 8082', 'airline': 'CHH'}]",,,SYX,T1,K,
2024-04-16,False,False,11:05,"[{'no': 'CX 239', 'airline': 'CPA'}]",,,LHR,T1,BC,
2024-04-16,False,False,11:10,"[{'no': 'CX 946', 'airline': 'CPA'}]",,,XIY,T1,A,
2024-04-16,False,False,11:15,"[{'no': 'CX 739', 'airline': 'CPA'}, {'no': 'AA 8942', 'airline': 'AAL'}, {'no': 'OM 5679', 'airline': 'MGL'}, {'no': 'GF 4073', 'airline': 'GFA'}]",,,SIN,T1,A,
2024-04-16,False,False,11:15,"[{'no': 'AK 2280', 'airline': 'AXM'}]",,,PEN,T1,L,
2024-04-16,False,False,11:15,"[{'no': 'UA 862', 'airline': 'UAL'}]",,,SFO,T1,G,
2024-04-16,False,False,11:20,"[{'no': 'TR 979', 'airline': 'TGW'}]",,,SIN,T1,E,
2024-04-16,False,False,11:20,"[{'no': 'UO 898', 'airline': 'HKE'}, {'no': 'CX 5898', 'airline': 'CPA'}]",,,KIX,T1,H,
2024-04-16,False,False,11:25,"[{'no': 'MU 9624', 'airline': 'CES'}]",,,KMG,T1,J,
2024-04-16,False,False,11:25,"[{'no': 'MU 2902', 'airline': 'CES'}]",,,WUX,T1,J,
2024-04-16,False,False,11:30,"[{'no': 'HB 2295', 'airline': 'HGB'}]",,,BKK,T1,D,
2024-04-16,False,False,11:30,"[{'no': 'PR 301', 'airline': 'PAL'}]",,,MNL,T1,F,
2024-04-16,False,False,11:30,"[{'no': 'HX 658', 'airline': 'CRK'}]",,,OKA,T1,K,
2024-04-16,False,False,11:35,"[{'no': 'UO 690', 'airline': 'HKE'}]",,,NGO,T1,H,
2024-04-16,False,False,11:35,"[{'no': 'MU 766', 'airline': 'CES'}, {'no': 'FM 3034', 'airline': 'CSH'}]",,,NKG,T1,J,
2024-04-16,False,False,11:35,"[{'no': 'MF 8716', 'airline': 'CXA'}]",,,JJN,T1,L,
2024-04-16,False,False,11:40,"[{'no': 'HX 686', 'airline': 'CRK'}]",,,KMJ,T1,K,
2024-04-16,False,False,11:55,"[{'no': 'AK 139', 'airline': 'AXM'}]",,,KUL,T1,L,
2024-04-16,False,False,11:55,"[{'no': 'HX 618', 'airline': 'CRK'}, {'no': 'TK 8876', 'airline': 'THY'}]",,,KIX,T1,K,
2024-04-16,False,False,12:00,"[{'no': 'CX 332', 'airline': 'CPA'}, {'no': 'CA 6502', 'airline': 'CCA'}]",,,PEK,T1,A,
2024-04-16,False,False,12:00,"[{'no': 'CX 653', 'airline': 'CPA'}, {'no': 'AA 8941', 'airline': 'AAL'}, {'no': 'AC 9793', 'airline': 'ACA'}, {'no': 'PG 4556', 'airline': 'BKP'}, {'no': 'GF 4057', 'airline': 'GFA'}, {'no': 'OM 5643', 'airline': 'MGL'}, {'no': 'QR 5853', 'airline': 'QTR'}]",,,BKK,T1,A,
2024-04-16,False,False,12:05,"[{'no': 'BR 846', 'airline': 'EVA'}, {'no': 'HX 1846', 'airline': 'CRK'}]",,,KHH,T1,E,
2024-04-16,False,False,12:05,"[{'no': 'OM 298', 'airline': 'MGL'}, {'no': 'CX 6201', 'airline': 'CPA'}]",,,UBN,T1,J,
2024-04-16,False,False,12:15,"[{'no': 'CX 960', 'airline': 'CPA'}, {'no': 'CA 6526', 'airline': 'CCA'}]",,,HGH,T1,A,
2024-04-16,False,False,12:20,"[{'no': 'MF 382', 'airline': 'CXA'}]",,,XMN,T1,L,
2024-04-16,False,False,12:20,"[{'no': 'KE 172', 'airline': 'KAL'}, {'no': 'DL 7772', 'airline': 'DAL'}]",,,ICN,T1,G,
2024-04-16,False,False,12:25,"[{'no': 'SQ 875', 'airline': 'SIA'}]",,,SIN,T1,F,
2024-04-16,False,False,12:25,"[{'no': 'HX 775', 'airline': 'CRK'}, {'no': 'TK 9221', 'airline': 'THY'}]",,,BKK,T1,K,
2024-04-16,False,False,12:30,"[{'no': 'ZH 9096', 'airline': 'CSZ'}, {'no': 'CX 6250', 'airline': 'CPA'}, {'no': 'CA 3362', 'airline': 'CCA'}]",,,WUX,T1,G,
2024-04-16,False,False,12:30,"[{'no': 'CX 806', 'airline': 'CPA'}, {'no': 'OM 5806', 'airline': 'MGL'}]",,,ORD,T1,BC,
2024-04-16,False,False,12:35,"[{'no': 'UO 112', 'airline': 'HKE'}]",,,TPE,T1,H,
2024-04-16,False,False,12:35,"[{'no': 'UO 638', 'airline': 'HKE'}, {'no': 'CX 5638', 'airline': 'CPA'}]",,,FUK,T1,H,
2024-04-16,False,False,12:40,"[{'no': 'CX 725', 'airline': 'CPA'}, {'no': 'AC 9783', 'airline': 'ACA'}, {'no': 'MH 9195', 'airline': 'MAS'}]",,,KUL,T1,BC,
2024-04-16,False,False,12:40,"[{'no': 'MM 064', 'airline': 'APJ'}]",,,KIX,T1,K,
2024-04-16,False,False,12:45,"[{'no': 'CA 102', 'airline': 'CCA'}, {'no': 'CX 6102', 'airline': 'CPA'}]",,,PEK,T1,J,
2024-04-16,False,False,12:45,"[{'no': 'CX 952', 'airline': 'CPA'}]",,,CGO,T1,A,
2024-04-16,False,False,12:45,"[{'no': 'UO 132', 'airline': 'HKE'}]",,,KHH,T1,H,
2024-04-16,False,False,12:45,"[{'no': 'TG 601', 'airline': 'THA'}, {'no': 'WY 5903', 'airline': 'OMA'}]",,,BKK,T1,H,
2024-04-16,False,False,12:50,"[{'no': 'CA 104', 'airline': 'CCA'}, {'no': 'CX 6104', 'airline': 'CPA'}]",,,TSN,T1,J,
2024-04-16,False,False,12:50,"[{'no': 'MU 5018', 'airline': 'CES'}, {'no': 'FM 3012', 'airline': 'CSH'}]",,,SHA,T1,J,
2024-04-16,False,False,12:50,"[{'no': 'HX 254', 'airline': 'CRK'}, {'no': 'BR 2900', 'airline': 'EVA'}]",,,TPE,T1,K,
2024-04-16,False,False,13:00,"[{'no': 'UO 646', 'airline': 'HKE'}, {'no': 'CX 5646', 'airline': 'CPA'}]",,,NRT,T1,H,
2024-04-16,False,False,13:05,"[{'no': 'OZ 722', 'airline': 'AAR'}, {'no': 'HX 1552', 'airline': 'CRK'}]",,,ICN,T1,E,
2024-04-16,False,False,13:05,"[{'no': 'CX 346', 'airline': 'CPA'}]",,,SHA,T1,A,
2024-04-16,False,False,13:10,"[{'no': 'CX 157', 'airline': 'CPA'}, {'no': 'BA 4147', 'airline': 'BAW'}, {'no': 'AY 5107', 'airline': 'FIN'}, {'no': 'JL 7907', 'airline': 'JAL'}, {'no': 'OM 5631', 'airline': 'MGL'}, {'no': 'QR 5806', 'airline': 'QTR'}]",,,BNE,T1,BC,
