,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon
1649,2024-01-26T08:00:00,12.9,12.9,4,54.63,0,0,,,0,21.6,11.7,26,1028.5,58.7,14.7,18,0.1,0,10,Partially cloudy,partly-cloudy-day
1650,2024-01-26T09:00:00,14,14,4,50.96,0,0,,0,0,15.8,20.5,20,1029,27.7,10,114,0.4,1,10,Partially cloudy,partly-cloudy-day
1651,2024-01-26T10:00:00,14,14,4,50.96,0,0,,0,0,15.5,16.6,360,1029,27.7,10,388,1.4,4,10,Partially cloudy,partly-cloudy-day
1652,2024-01-26T11:00:00,14.7,14.7,3.9,48.1,0,0,,0,0,21.6,11.7,10,1029.3,58.7,12.6,521,1.9,5,10,Partially cloudy,partly-cloudy-day
1653,2024-01-26T12:00:00,15,15,4,47.77,0,0,,0,0,12.2,14.8,10,1028,27.7,10,372,1.3,4,10,Partially cloudy,partly-cloudy-day
1654,2024-01-26T13:00:00,15,15,4,47.77,0,0,,0,0,9.4,16.6,10,1027,27.7,10,378,1.4,4,10,Partially cloudy,partly-cloudy-day
1655,2024-01-26T14:00:00,15.1,15.1,4.9,50.35,0,0,,0,0,21.6,21.7,326,1026.2,58.7,12.6,344,1.2,3,10,Partially cloudy,partly-cloudy-day
1656,2024-01-26T15:00:00,16,16,4,44.81,0,0,,0,0,10.4,31.6,320,1026,27.7,10,366,1.3,4,10,Partially cloudy,partly-cloudy-day
1657,2024-01-26T16:00:00,14,14,5,54.62,0,0,,0,0,14.4,31.6,330,1026,50.1,10,251,0.9,3,10,Partially cloudy,partly-cloudy-day
1658,2024-01-26T17:00:00,14.2,14.2,4.8,53.45,0,0,,0,0,21.6,26.2,335,1026.2,58.7,11.1,207,0.7,2,10,Partially cloudy,partly-cloudy-day
1659,2024-01-26T18:00:00,15,15,5,51.22,0,0,,0,0,19.4,25.9,340,1026,27.7,10,52,0.2,1,10,Partially cloudy,partly-cloudy-day
1660,2024-01-26T19:00:00,15,15,3,44.53,0,0,,0,0,16.2,18.4,350,1026,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1661,2024-01-26T20:00:00,14.8,14.8,3.8,47.81,0,0,,0,0,21.6,17.4,10,1026.5,70.7,12.1,0,0,0,10,Partially cloudy,partly-cloudy-night
1662,2024-01-26T21:00:00,15,15,4,47.78,0,0,,0,0,11.5,16.6,10,1027,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1663,2024-01-26T22:00:00,14,14,4,50.95,0,0,,0,0,10.1,18.4,340,1027,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1664,2024-01-26T23:00:00,14.1,14.1,4.1,50.87,0,0,,0,0,21.6,13.6,355,1027.3,70.7,12.1,0,0,0,10,Partially cloudy,partly-cloudy-night
1666,2024-01-26T00:00:00,13,13,1,43.95,0,0,,0,0,5.4,5.4,360,1028,27.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1667,2024-01-26T01:00:00,13,13,1,43.96,0,0,,0,0,4.7,18.3,20,1028,27.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1668,2024-01-26T02:00:00,13,13,2,47.05,0,0,,0,0,21.6,9,11,1028.2,58.7,14.2,0,0,0,10,Partially cloudy,partly-cloudy-night
1669,2024-01-26T03:00:00,13,13,2,47.22,0,0,,0,0,5.4,9.4,80,1027,27.7,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1670,2024-01-26T04:00:00,13,13,2,47.22,0,0,,0,0,7.2,9.4,90,1027,27.7,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1671,2024-01-26T05:00:00,12.8,12.8,3.1,51.88,0,0,,0,0,21.6,12.5,36,1027.3,58.7,16.2,0,0,0,10,Partially cloudy,partly-cloudy-night
1672,2024-01-26T06:00:00,13,13,3,50.69,0,0,,0,0,12.2,13,80,1027,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1673,2024-01-26T07:00:00,13,13,4,54.38,0,0,,0,0,14,14.8,80,1027,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1674,2024-01-26T08:00:00,12.9,12.9,4,54.63,0,0,,,0,21.6,11.7,26,1028.5,58.7,14.7,18,0.1,0,10,Partially cloudy,partly-cloudy-day
1675,2024-01-26T09:00:00,14,14,4,50.96,0,0,,0,0,15.8,20.5,20,1029,27.7,10,114,0.4,1,10,Partially cloudy,partly-cloudy-day
1676,2024-01-26T10:00:00,14,14,4,50.96,0,0,,0,0,15.5,16.6,360,1029,27.7,10,388,1.4,4,10,Partially cloudy,partly-cloudy-day
1677,2024-01-26T11:00:00,14.7,14.7,3.9,48.1,0,0,,0,0,21.6,11.7,10,1029.3,58.7,12.6,521,1.9,5,10,Partially cloudy,partly-cloudy-day
1678,2024-01-26T12:00:00,15,15,4,47.77,0,0,,0,0,12.2,14.8,10,1028,27.7,10,372,1.3,4,10,Partially cloudy,partly-cloudy-day
1679,2024-01-26T13:00:00,15,15,4,47.77,0,0,,0,0,9.4,16.6,10,1027,27.7,10,378,1.4,4,10,Partially cloudy,partly-cloudy-day
1680,2024-01-26T14:00:00,15.1,15.1,4.9,50.35,0,0,,0,0,21.6,21.7,326,1026.2,58.7,12.6,344,1.2,3,10,Partially cloudy,partly-cloudy-day
1681,2024-01-26T15:00:00,16,16,4,44.81,0,0,,0,0,10.4,31.6,320,1026,27.7,10,366,1.3,4,10,Partially cloudy,partly-cloudy-day
1682,2024-01-26T16:00:00,14,14,5,54.62,0,0,,0,0,14.4,31.6,330,1026,50.1,10,251,0.9,3,10,Partially cloudy,partly-cloudy-day
1683,2024-01-26T17:00:00,14.2,14.2,4.8,53.45,0,0,,0,0,21.6,26.2,335,1026.2,58.7,11.1,207,0.7,2,10,Partially cloudy,partly-cloudy-day
1684,2024-01-26T18:00:00,15,15,5,51.22,0,0,,0,0,19.4,25.9,340,1026,27.7,10,52,0.2,1,10,Partially cloudy,partly-cloudy-day
1685,2024-01-26T19:00:00,15,15,3,44.53,0,0,,0,0,16.2,18.4,350,1026,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1686,2024-01-26T20:00:00,14.8,14.8,3.8,47.81,0,0,,0,0,21.6,17.4,10,1026.5,70.7,12.1,0,0,0,10,Partially cloudy,partly-cloudy-night
1687,2024-01-26T21:00:00,15,15,4,47.78,0,0,,0,0,11.5,16.6,10,1027,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1688,2024-01-26T22:00:00,14,14,4,50.95,0,0,,0,0,10.1,18.4,340,1027,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1689,2024-01-26T23:00:00,14.1,14.1,4.1,50.87,0,0,,0,0,21.6,13.6,355,1027.3,70.7,12.1,0,0,0,10,Partially cloudy,partly-cloudy-night
1690,2024-01-27T00:00:00,14,14,4,50.97,0,0,,0,0,8.6,18.4,20,1027,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1691,2024-01-27T01:00:00,14,14,4,50.96,0,0,,0,0,9.7,7.6,30,1027,27.7,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1692,2024-01-27T02:00:00,14.1,14.1,4.1,50.94,0,0,,0,0,21.6,11.7,360,1026.4,58.7,11.6,0,0,0,10,Partially cloudy,partly-cloudy-night
1693,2024-01-27T03:00:00,14,14,3,47.52,0,0,,0,0,6.5,16.6,10,1026,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1694,2024-01-27T04:00:00,14,14,5,54.66,0,0,,0,0,6.8,14.8,360,1026,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1695,2024-01-27T05:00:00,14,14,4.1,51.26,0,0,,0,0,18,6.5,39,1025.3,70.7,14.7,0,0,0,10,Partially cloudy,partly-cloudy-night
1696,2024-01-27T06:00:00,14,14,5,54.66,0,0,,0,0,7.2,16.6,350,1026,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1697,2024-01-27T07:00:00,14,14,5,54.66,0,0,,0,0,10.1,20.5,350,1027,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1698,2024-01-27T08:00:00,14,14,5,54.37,0,0,,,0,18,10.1,25,1027.4,70.7,12.6,13,0,0,10,Partially cloudy,partly-cloudy-day
1699,2024-01-27T09:00:00,14,14,5,54.65,0,0,,0,0,10.8,14.8,10,1028,27.6,10,87,0.3,1,10,Partially cloudy,partly-cloudy-day
1700,2024-01-27T10:00:00,14,14,5,54.65,0,0,,0,0,11.9,16.6,340,1028,27.6,10,328,1.2,3,10,Partially cloudy,partly-cloudy-day
1701,2024-01-27T11:00:00,14.8,14.8,5.2,52.64,0,0,,0,0,18,12.7,340,1028.1,58.6,11.6,535,1.9,5,10,Partially cloudy,partly-cloudy-day
1702,2024-01-27T12:00:00,15,15,5,51.25,0,0,,0,0,8.6,14.8,350,1027,27.6,10,442,1.6,4,10,Partially cloudy,partly-cloudy-day
1703,2024-01-27T13:00:00,15,15,6,54.91,0,0,,0,0,7.6,18.4,320,1026,27.6,10,767,2.8,8,10,Partially cloudy,partly-cloudy-day
1704,2024-01-27T14:00:00,15.8,15.8,6.9,55.13,0,0,,0,0,21.6,20.7,331,1025.1,58.7,9.5,677,2.4,7,10,Partially cloudy,partly-cloudy-day
1705,2024-01-27T15:00:00,15,15,8,62.95,0,0,,0,0,18,31.6,320,1024,27.7,9,261,0.9,3,10,Partially cloudy,partly-cloudy-day
1706,2024-01-27T16:00:00,15,15,8,62.95,0,0,,0,0,22.3,35.2,330,1024,27.7,9,91,0.3,1,10,Partially cloudy,partly-cloudy-day
1707,2024-01-27T17:00:00,14,14,8.1,67.39,0,0,,0,0,25.2,27.9,325,1024.3,58.7,10,29,0.1,0,10,Partially cloudy,partly-cloudy-day
1708,2024-01-27T18:00:00,14,14,7,62.75,0,0,,0,0,25.2,24.1,350,1024,27.7,10,8,0,0,10,Partially cloudy,partly-cloudy-day
1709,2024-01-27T19:00:00,14,14,6,58.59,0,0,,0,0,22.3,25.9,340,1025,27.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1710,2024-01-27T20:00:00,13.8,13.8,6.9,63.29,0,0,rain,0,0,25.2,17.4,5,1025.4,58.7,10.5,0,0,0,10,Partially cloudy,partly-cloudy-night
1711,2024-01-27T21:00:00,13,13,8,71.7,0,0,,0,0,16.9,18.4,10,1026,27.7,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1712,2024-01-27T22:00:00,13,13,8,71.71,0,0,,0,0,18,14.8,10,1026,27.7,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1713,2024-01-27T23:00:00,12.1,12.1,9.8,85.42,0.002,100,rain,0,0,25.2,12.8,1,1027,70.7,7.5,0,0,0,10,"Rain, Partially cloudy",rain
1715,2024-01-28T00:00:00,13,13,9,76.72,0,0,,0,0,18.4,14.8,360,1027,50.1,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1716,2024-01-28T01:00:00,12,12,8,76.56,0,0,rain,0,0,14,16.6,360,1027,50.1,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1717,2024-01-28T02:00:00,11.9,11.9,8.8,81.25,0.767,100,rain,0,0,25.2,15.4,360,1027.1,70.7,7,0,0,0,10,"Rain, Partially cloudy",rain
1718,2024-01-28T03:00:00,11,11,8,81.78,0,0,rain,0,0,14.4,14.8,10,1026,50.1,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1719,2024-01-28T04:00:00,11,11,8,81.77,0,0,,0,0,19.1,18.4,10,1026,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1720,2024-01-28T05:00:00,11,11,7.2,77.52,0.002,100,rain,0,0,21.6,14.5,5,1026.4,70.7,11,0,0,0,10,"Rain, Partially cloudy",rain
1721,2024-01-28T06:00:00,11,11,9,87.49,0,0,,0,0,18.4,16.6,30,1026,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1722,2024-01-28T07:00:00,11,11,8,81.78,0,0,rain,0,0,15.8,14.8,10,1027,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1723,2024-01-28T08:00:00,10.9,10.9,7.8,81.48,0.059,100,rain,,0,21.6,16.3,360,1028.2,70.7,14.1,12,0,0,10,"Rain, Partially cloudy",rain
1724,2024-01-28T09:00:00,11,11,8,81.76,0,0,,0,0,12.6,16.6,20,1028,50.1,10,153,0.6,2,10,Partially cloudy,partly-cloudy-day
1725,2024-01-28T10:00:00,11,11,8,81.76,0,0,,0,0,9.4,20.5,10,1029,50.1,10,422,1.5,4,10,Partially cloudy,partly-cloudy-day
1726,2024-01-28T11:00:00,11.8,11.8,8.1,78.05,0.003,100,rain,0,0,21.6,11.7,355,1029.2,70.7,12.6,561,2,6,10,"Rain, Partially cloudy",rain
1727,2024-01-28T12:00:00,12,12,8,76.53,0,0,,0,0,9.7,13,10,1028,50.1,10,624,2.2,6,10,Partially cloudy,partly-cloudy-day
1728,2024-01-28T13:00:00,13,13,8,71.69,0,0,,0,0,6.8,16.6,360,1027,50.1,10,690,2.5,7,10,Partially cloudy,partly-cloudy-day
1729,2024-01-28T14:00:00,13.8,13.8,8.1,68.48,0,0,,0,0,21.6,7.5,48,1026,70.7,11.6,586,2.1,6,10,Partially cloudy,partly-cloudy-day
1730,2024-01-28T15:00:00,14,14,8,67.16,0,0,,0,0,10.1,11.2,40,1025,50.1,10,574,2.1,6,10,Partially cloudy,partly-cloudy-day
1731,2024-01-28T16:00:00,14,14,8,67.18,0,0,,0,0,13.7,7.6,50,1024,27.7,10,441,1.6,4,10,Partially cloudy,partly-cloudy-day
1732,2024-01-28T17:00:00,14.8,14.8,8.8,67.54,0,0,,0,0,21.6,13.6,4,1025,58.6,11.6,236,0.8,2,10,Partially cloudy,partly-cloudy-day
1733,2024-01-28T18:00:00,15,15,9,67.38,0,0,,0,0,10.4,16.6,360,1025,27.6,10,31,0.1,0,10,Partially cloudy,partly-cloudy-day
1734,2024-01-28T19:00:00,14,14,9,71.87,0,0,,0,0,9,13,10,1025,27.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1735,2024-01-28T20:00:00,14.8,14.8,8.9,68.13,0,0,,0,0,18,10.1,55,1026.2,58.7,11,0,0,0,10,Partially cloudy,partly-cloudy-night
1736,2024-01-28T21:00:00,14,14,9,71.87,0,0,,0,0,5.8,7.6,20,1026,27.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1737,2024-01-28T22:00:00,14,14,9,71.86,0,0,,0,0,5.8,7.6,100,1026,27.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1738,2024-01-28T23:00:00,13.1,13.1,9.2,76.94,0,0,,0,0,18,9.2,103,1026.4,53.5,9.5,0,0,0,10,Partially cloudy,partly-cloudy-night
1739,2024-01-29T00:00:00,14,14,9,71.87,0,0,,0,0,4.3,11.2,80,1026,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1740,2024-01-29T01:00:00,14,14,10,76.86,0,0,rain,0,0,5.8,18.3,340,1026,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1741,2024-01-29T02:00:00,13.9,13.9,9.8,76.53,0,0,rain,0,0,18,9.1,26,1025.4,70.7,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1742,2024-01-29T03:00:00,14,14,10,76.86,0,0,rain,0,0,6.8,7.6,80,1025,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1743,2024-01-29T04:00:00,14,14,10,76.85,0,0,rain,0,0,10.1,7.6,40,1024,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1744,2024-01-29T05:00:00,13.8,13.8,10.1,78.35,0,0,,0,0,14.4,7.5,50,1024.3,70.7,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1745,2024-01-29T06:00:00,14,14,10,76.86,0,0,,0,0,12.6,5.4,5,1024,50.1,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1746,2024-01-29T07:00:00,14,14,10,76.86,0,0,rain,0,0,16.9,3.7,20,1025,50.1,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1747,2024-01-29T08:00:00,14,14,10.8,80.97,0,0,,,0,14.4,9.2,89,1025.1,70.7,8.5,8,0,0,10,Partially cloudy,partly-cloudy-day
1748,2024-01-29T09:00:00,14,14,11,82.13,0,0,rain,0,0,10.8,9.4,90,1024,50.1,8,58,0.2,1,10,Partially cloudy,partly-cloudy-day
1749,2024-01-29T10:00:00,15,15,12,82.24,0,0,,0,0,14.8,11.2,60,1025,50.1,8,43,0.2,0,10,Partially cloudy,partly-cloudy-day
1750,2024-01-29T11:00:00,14.9,14.9,11.1,77.92,0,0,,0,0,18,12.7,16,1025,70.7,8,124,0.4,1,10,Partially cloudy,partly-cloudy-day
1751,2024-01-29T12:00:00,15,15,11,77,0,0,rain,0,0,17.6,14.8,360,1024,50.1,9,282,1,3,10,Partially cloudy,partly-cloudy-day
1752,2024-01-29T13:00:00,16,16,11,72.23,0,0,,0,0,19.1,7.6,20,1023,50.1,9,244,0.9,2,10,Partially cloudy,partly-cloudy-day
1753,2024-01-29T14:00:00,17,17,11.2,68.67,0,0,rain,0,0,18,7.4,40,1022,70.7,9,274,1,3,10,Partially cloudy,partly-cloudy-day
1754,2024-01-29T15:00:00,18,18,12,67.97,0,0,rain,0,0,10.8,11.2,20,1021,50.1,9,210,0.8,2,10,Partially cloudy,partly-cloudy-day
1755,2024-01-29T16:00:00,18,18,12,67.98,0,0,rain,0,0,9,11.2,110,1020,50.1,10,128,0.5,1,10,Partially cloudy,partly-cloudy-day
1756,2024-01-29T17:00:00,17.9,17.9,11.9,68.18,0,0,,0,0,18,10.1,90,1021,70.7,10,69,0.2,1,10,Partially cloudy,partly-cloudy-day
1757,2024-01-29T18:00:00,18,18,12,68,0,0,rain,0,0,10.8,13,20,1021,50.1,10,20,0.1,0,10,Partially cloudy,partly-cloudy-day
1758,2024-01-29T19:00:00,17,17,12,72.41,0,0,rain,0,0,10.1,14.7,360,1021,50.1,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1759,2024-01-29T20:00:00,16.9,16.9,12.2,73.84,0,0,rain,0,0,18,11.6,2,1022.1,75.9,7.5,0,0,0,10,Partially cloudy,partly-cloudy-night
1760,2024-01-29T21:00:00,16,16,12,77.15,0,0,rain,0,0,11.2,14.7,340,1022,50.1,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1761,2024-01-29T22:00:00,16,16,12,77.16,0,0,rain,0,0,16.9,13,330,1022,50.1,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1762,2024-01-29T23:00:00,16.7,16.7,12.2,74.6,0,0,rain,0,0,14.4,9.8,337,1023.2,75.9,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1764,2024-01-29T00:00:00,14,14,9,71.87,0,0,,0,0,4.3,11.2,80,1026,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1765,2024-01-29T01:00:00,14,14,10,76.86,0,0,rain,0,0,5.8,18.3,340,1026,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1766,2024-01-29T02:00:00,13.9,13.9,9.8,76.53,0,0,rain,0,0,18,9.1,26,1025.4,70.7,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1767,2024-01-29T03:00:00,14,14,10,76.86,0,0,rain,0,0,6.8,7.6,80,1025,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1768,2024-01-29T04:00:00,14,14,10,76.85,0,0,rain,0,0,10.1,7.6,40,1024,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1769,2024-01-29T05:00:00,13.8,13.8,10.1,78.35,0,0,,0,0,14.4,7.5,50,1024.3,70.7,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1770,2024-01-29T06:00:00,14,14,10,76.86,0,0,,0,0,12.6,5.4,5,1024,50.1,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1771,2024-01-29T07:00:00,14,14,10,76.86,0,0,rain,0,0,16.9,3.7,20,1025,50.1,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1772,2024-01-29T08:00:00,14,14,10.8,80.97,0,0,,,0,14.4,9.2,89,1025.1,70.7,8.5,8,0,0,10,Partially cloudy,partly-cloudy-day
1773,2024-01-29T09:00:00,14,14,11,82.13,0,0,rain,0,0,10.8,9.4,90,1024,50.1,8,58,0.2,1,10,Partially cloudy,partly-cloudy-day
1774,2024-01-29T10:00:00,15,15,12,82.24,0,0,,0,0,14.8,11.2,60,1025,50.1,8,43,0.2,0,10,Partially cloudy,partly-cloudy-day
1775,2024-01-29T11:00:00,14.9,14.9,11.1,77.92,0,0,,0,0,18,12.7,16,1025,70.7,8,124,0.4,1,10,Partially cloudy,partly-cloudy-day
1776,2024-01-29T12:00:00,15,15,11,77,0,0,rain,0,0,17.6,14.8,360,1024,50.1,9,282,1,3,10,Partially cloudy,partly-cloudy-day
1777,2024-01-29T13:00:00,16,16,11,72.23,0,0,,0,0,19.1,7.6,20,1023,50.1,9,244,0.9,2,10,Partially cloudy,partly-cloudy-day
1778,2024-01-29T14:00:00,17,17,11.2,68.67,0,0,rain,0,0,18,7.4,40,1022,70.7,9,274,1,3,10,Partially cloudy,partly-cloudy-day
1779,2024-01-29T15:00:00,18,18,12,67.97,0,0,rain,0,0,10.8,11.2,20,1021,50.1,9,210,0.8,2,10,Partially cloudy,partly-cloudy-day
1780,2024-01-29T16:00:00,18,18,12,67.98,0,0,rain,0,0,9,11.2,110,1020,50.1,10,128,0.5,1,10,Partially cloudy,partly-cloudy-day
1781,2024-01-29T17:00:00,17.9,17.9,11.9,68.18,0,0,,0,0,18,10.1,90,1021,70.7,10,69,0.2,1,10,Partially cloudy,partly-cloudy-day
1782,2024-01-29T18:00:00,18,18,12,68,0,0,rain,0,0,10.8,13,20,1021,50.1,10,20,0.1,0,10,Partially cloudy,partly-cloudy-day
1783,2024-01-29T19:00:00,17,17,12,72.41,0,0,rain,0,0,10.1,14.7,360,1021,50.1,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1784,2024-01-29T20:00:00,16.9,16.9,12.2,73.84,0,0,rain,0,0,18,11.6,2,1022.1,75.9,7.5,0,0,0,10,Partially cloudy,partly-cloudy-night
1785,2024-01-29T21:00:00,16,16,12,77.15,0,0,rain,0,0,11.2,14.7,340,1022,50.1,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1786,2024-01-29T22:00:00,16,16,12,77.16,0,0,rain,0,0,16.9,13,330,1022,50.1,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1787,2024-01-29T23:00:00,16.7,16.7,12.2,74.6,0,0,rain,0,0,14.4,9.8,337,1023.2,75.9,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1788,2024-01-30T00:00:00,17,17,12,72.42,0,0,,0,0,26.6,7.6,360,1022,50.1,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1789,2024-01-30T01:00:00,17,17,14,82.5,0,0,rain,0,0,24.8,11.2,360,1021,50.1,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1790,2024-01-30T02:00:00,17.1,17.1,14.1,82.13,0,0,,0,0,10.8,14.5,80,1021.1,75.9,7.5,0,0,0,10,Partially cloudy,partly-cloudy-night
1791,2024-01-30T03:00:00,17,17,14,82.51,0,0,rain,0,0,18,11.2,90,1020,50.1,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1792,2024-01-30T04:00:00,17,17,15,88,0,0,rain,0,0,18.7,9.4,70,1020,50.1,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1793,2024-01-30T05:00:00,17.7,17.7,14.8,83.08,0,0,rain,0,0,10.8,14.6,83,1020.2,75.9,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1794,2024-01-30T06:00:00,18,18,15,82.64,0,0,rain,0,0,19.4,12.9,10,1020,50.1,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1795,2024-01-30T07:00:00,18,18,15,82.65,0,0,,0,0,19.1,18.3,80,1021,50.1,6,0,0,0,10,Partially cloudy,partly-cloudy-night
1796,2024-01-30T08:00:00,18,18,15.7,86.87,0.001,100,rain,,0,18,14.4,74,1021.1,70.7,7,14,0.1,0,10,"Rain, Partially cloudy",rain
1797,2024-01-30T09:00:00,19,19,16,82.77,0,0,,0,0,19.8,9.4,90,1022,50.1,8,62,0.2,1,10,Partially cloudy,partly-cloudy-day
1798,2024-01-30T10:00:00,18,18,15,82.63,0,0,,0,0,23.8,11.2,350,1022,50.1,5,218,0.8,2,10,Partially cloudy,partly-cloudy-day
1799,2024-01-30T11:00:00,17.1,17.1,14.2,83.15,0,0,,0,0,18,10,340,1022.2,70.7,5,433,1.6,4,10,Partially cloudy,partly-cloudy-day
1800,2024-01-30T12:00:00,18,18,14,77.46,0,0,,0,0,21.6,16.5,330,1021,50.1,5,535,1.9,5,10,Partially cloudy,partly-cloudy-day
1801,2024-01-30T13:00:00,19,19,15,77.63,0,0,,0,0,19.1,3.6,320,1020,50.1,5,736,2.6,7,10,Partially cloudy,partly-cloudy-day
1802,2024-01-30T14:00:00,20,20,15.1,73.37,0,0,,0,0,21.6,10.9,316,1019.3,70.7,4,668,2.4,7,10,Partially cloudy,partly-cloudy-day
1803,2024-01-30T15:00:00,19,19,15,77.62,0,0,,0,0,18,5.4,315,1019,50.1,4,443,1.6,4,10,Partially cloudy,partly-cloudy-day
1804,2024-01-30T16:00:00,21,21,16,73.12,0,0,,0,0,18,5.4,320,1018,50.1,4,318,1.1,3,10,Partially cloudy,partly-cloudy-day
1805,2024-01-30T17:00:00,19.2,19.2,15.9,81.56,0,0,,0,0,21.6,5.5,164,1019.3,70.7,4,200,0.7,2,10,Partially cloudy,partly-cloudy-day
1806,2024-01-30T18:00:00,20,20,17,82.86,0,0,,0,0,18.4,7.6,350,1019,50.1,4,59,0.2,1,10,Partially cloudy,partly-cloudy-day
1807,2024-01-30T19:00:00,19,19,18,93.89,0,0,,0,0,19.4,9.3,80,1019,50.1,6,0,0,0,10,Partially cloudy,partly-cloudy-night
1808,2024-01-30T20:00:00,19.8,19.8,17.1,84.48,0,0,,0,0,21.6,13.6,100,1020.2,70.7,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1809,2024-01-30T21:00:00,19,19,17,88.18,0,0,,0,0,18.7,14.7,100,1020,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1810,2024-01-30T22:00:00,19,19,17,88.18,0,0,,0,0,19.1,20.5,100,1020,50.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night
1811,2024-01-30T23:00:00,19,19,16.9,87.54,0,0,,0,0,21.6,15.3,89,1020.3,70.7,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1813,2024-01-30T00:00:00,17,17,12,72.42,0,0,,0,0,26.6,7.6,360,1022,50.1,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1814,2024-01-30T01:00:00,17,17,14,82.5,0,0,rain,0,0,24.8,11.2,360,1021,50.1,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1815,2024-01-30T02:00:00,17.1,17.1,14.1,82.13,0,0,,0,0,10.8,14.5,80,1021.1,75.9,7.5,0,0,0,10,Partially cloudy,partly-cloudy-night
1816,2024-01-30T03:00:00,17,17,14,82.51,0,0,rain,0,0,18,11.2,90,1020,50.1,8,0,0,0,10,Partially cloudy,partly-cloudy-night
1817,2024-01-30T04:00:00,17,17,15,88,0,0,rain,0,0,18.7,9.4,70,1020,50.1,9,0,0,0,10,Partially cloudy,partly-cloudy-night
1818,2024-01-30T05:00:00,17.7,17.7,14.8,83.08,0,0,rain,0,0,10.8,14.6,83,1020.2,75.9,8,0,0,0,10,Partially cloudy,partly-cloudy-night
