date,arrival,cargo,time,flight,status,statusCode,origin,baggage,hall,terminal,stand
2024-04-14,True,False,23:55,"[{'no': 'HB 345', 'airline': 'HGB'}]",At gate 00:24 (15/04/2024),,KIX,16,B,,D210
2024-04-16,True,False,00:05,"[{'no': 'KE 179', 'airline': 'KAL'}, {'no': 'DL 7915', 'airline': 'DAL'}]",,,ICN,,,,
2024-04-16,True,False,00:15,"[{'no': 'CI 607', 'airline': 'CAL'}]",,,TPE,,,,
2024-04-16,True,False,00:25,"[{'no': 'CX 636', 'airline': 'CPA'}, {'no': 'AY 5852', 'airline': 'FIN'}, {'no': 'OM 5614', 'airline': 'MGL'}, {'no': 'FJ 5463', 'airline': 'FJI'}]",,,SIN,,,,
2024-04-16,True,False,00:25,"[{'no': '7C 2107', 'airline': 'JJA'}]",,,ICN,,,,
2024-04-16,True,False,00:30,"[{'no': 'UO 863', 'airline': 'HKE'}]",,,KIX,,,,
2024-04-16,True,False,00:35,"[{'no': 'UO 651', 'airline': 'HKE'}]",,,NRT,,,,
2024-04-16,True,False,01:10,"[{'no': 'UO 627', 'airline': 'HKE'}]",,,ICN,,,,
2024-04-16,True,False,01:15,"[{'no': 'TW 117', 'airline': 'TWB'}]",,,ICN,,,,
2024-04-16,True,False,01:15,"[{'no': 'UO 653', 'airline': 'HKE'}]",,,NRT,,,,
2024-04-16,True,False,01:30,"[{'no': 'HX 766', 'airline': 'CRK'}, {'no': 'TK 9225', 'airline': 'THY'}]",,,BKK,,,,
2024-04-16,True,False,01:35,"[{'no': 'HX 742', 'airline': 'CRK'}]",,,HKT,,,,
2024-04-16,True,False,01:50,"[{'no': 'HX 611', 'airline': 'CRK'}]",,,NRT,,,,
2024-04-16,True,False,04:20,"[{'no': 'UO 765', 'airline': 'HKE'}, {'no': 'CX 5765', 'airline': 'CPA'}]",,,HKT,,,,
2024-04-16,True,False,04:40,"[{'no': 'UO 623', 'airline': 'HKE'}, {'no': 'CX 5623', 'airline': 'CPA'}]",,,HND,,,,
2024-04-16,True,False,05:00,"[{'no': 'CX 811', 'airline': 'CPA'}, {'no': 'OM 5811', 'airline': 'MGL'}]",Est at 04:29,,BOS,,,,
2024-04-16,True,False,05:00,"[{'no': 'CX 829', 'airline': 'CPA'}]",Est at 04:36,,YYZ,,,,
2024-04-16,True,False,05:00,"[{'no': 'UA 877', 'airline': 'UAL'}]",,,SFO,,,,
2024-04-16,True,False,05:10,"[{'no': 'CX 138', 'airline': 'CPA'}, {'no': 'BA 4134', 'airline': 'BAW'}, {'no': 'AY 5112', 'airline': 'FIN'}, {'no': 'QR 3493', 'airline': 'QTR'}, {'no': 'OM 5602', 'airline': 'MGL'}]",,,SYD,,,,
2024-04-16,True,False,05:15,"[{'no': 'HB 232', 'airline': 'HGB'}]",,,MNL,,,,
2024-04-16,True,False,05:35,"[{'no': 'CX 843', 'airline': 'CPA'}, {'no': 'MH 9211', 'airline': 'MAS'}, {'no': 'LA 5649', 'airline': 'LAN'}, {'no': 'OM 5843', 'airline': 'MGL'}]",Est at 05:01,,JFK,,,,
2024-04-16,True,False,05:35,"[{'no': 'CX 865', 'airline': 'CPA'}]",,,YVR,,,,
2024-04-16,True,False,05:50,"[{'no': 'CX 714', 'airline': 'CPA'}]",,,SIN,,,,
2024-04-16,True,False,05:55,"[{'no': 'HX 780', 'airline': 'CRK'}, {'no': 'TK 9222', 'airline': 'THY'}]",,,BKK,,,,
2024-04-16,True,False,06:00,"[{'no': 'CX 873', 'airline': 'CPA'}, {'no': 'AA 8931', 'airline': 'AAL'}, {'no': 'MH 9183', 'airline': 'MAS'}, {'no': 'OM 5873', 'airline': 'MGL'}]",,,SFO,,,,
2024-04-16,True,False,06:00,"[{'no': 'UO 629', 'airline': 'HKE'}, {'no': 'CX 5629', 'airline': 'CPA'}]",,,HND,,,,
2024-04-16,True,False,06:05,"[{'no': 'CX 798', 'airline': 'CPA'}, {'no': 'AA 8918', 'airline': 'AAL'}, {'no': 'BA 4148', 'airline': 'BAW'}, {'no': 'QR 3489', 'airline': 'QTR'}]",,,CGK,,,,
2024-04-16,True,False,06:15,"[{'no': 'CX 260', 'airline': 'CPA'}]",,,CDG,,,,
2024-04-16,True,False,06:15,"[{'no': 'UK 161', 'airline': 'VTI'}]",,,DEL,,,,
2024-04-16,True,False,06:25,"[{'no': 'CX 234', 'airline': 'CPA'}]",,,MXP,,,,
2024-04-16,True,False,06:45,"[{'no': 'CX 216', 'airline': 'CPA'}]",,,MAN,,,,
2024-04-16,True,False,06:45,"[{'no': 'CX 881', 'airline': 'CPA'}, {'no': 'AA 8934', 'airline': 'AAL'}, {'no': 'MH 9191', 'airline': 'MAS'}, {'no': 'LA 5646', 'airline': 'LAN'}, {'no': 'OM 5881', 'airline': 'MGL'}]",,,LAX,,,,
2024-04-16,True,False,06:50,"[{'no': 'CX 698', 'airline': 'CPA'}, {'no': 'AA 8885', 'airline': 'AAL'}, {'no': 'JL 7932', 'airline': 'JAL'}, {'no': 'OM 5752', 'airline': 'MGL'}]",,,DEL,,,,
2024-04-16,True,False,06:55,"[{'no': 'CX 178', 'airline': 'CPA'}, {'no': 'BA 4140', 'airline': 'BAW'}, {'no': 'AY 5844', 'airline': 'FIN'}, {'no': 'QR 3488', 'airline': 'QTR'}]",,,MEL,,,,
2024-04-16,True,False,06:55,"[{'no': 'CX 382', 'airline': 'CPA'}, {'no': 'LX 9514', 'airline': 'SWR'}]",,,ZRH,,,,
2024-04-16,True,False,07:30,"[{'no': 'CX 288', 'airline': 'CPA'}, {'no': 'LH 7015', 'airline': 'DLH'}]",,,FRA,,,,
2024-04-16,True,False,07:40,"[{'no': 'CX 976', 'airline': 'CPA'}, {'no': 'AC 9774', 'airline': 'ACA'}]",,,MNL,,,,
2024-04-16,True,False,07:45,"[{'no': 'CX 156', 'airline': 'CPA'}, {'no': 'BA 4146', 'airline': 'BAW'}, {'no': 'AY 5850', 'airline': 'FIN'}, {'no': 'JL 7906', 'airline': 'JAL'}, {'no': 'OM 5632', 'airline': 'MGL'}, {'no': 'QR 3467', 'airline': 'QTR'}]",,,BNE,,,,
2024-04-16,True,False,07:55,"[{'no': 'CX 252', 'airline': 'CPA'}]",,,LHR,,,,
2024-04-16,True,False,08:00,"[{'no': 'HX 762', 'airline': 'CRK'}, {'no': 'TK 9226', 'airline': 'THY'}]",,,BKK,,,,
2024-04-16,True,False,08:10,"[{'no': '5J 272', 'airline': 'CEB'}]",,,MNL,,,,
2024-04-16,True,False,08:30,"[{'no': '5J 150', 'airline': 'CEB'}]",,,CRK,,,,
2024-04-16,True,False,08:50,"[{'no': 'BR 891', 'airline': 'EVA'}, {'no': 'HX 1819', 'airline': 'CRK'}]",,,TPE,,,,
2024-04-16,True,False,08:55,"[{'no': '5J 240', 'airline': 'CEB'}]",,,CEB,,,,
2024-04-16,True,False,09:00,"[{'no': 'HX 768', 'airline': 'CRK'}, {'no': 'TK 9216', 'airline': 'THY'}]",,,BKK,,,,
2024-04-16,True,False,09:10,"[{'no': 'CI 933', 'airline': 'CAL'}, {'no': 'AE 5213', 'airline': 'MDA'}]",,,KHH,,,,
2024-04-16,True,False,09:10,"[{'no': 'CX 449', 'airline': 'CPA'}]",,,KHH,,,,
2024-04-16,True,False,09:10,"[{'no': 'CX 694', 'airline': 'CPA'}, {'no': 'AA 8944', 'airline': 'AAL'}, {'no': 'JL 7908', 'airline': 'JAL'}, {'no': 'OM 5751', 'airline': 'MGL'}]",,,DEL,,,,
2024-04-16,True,False,09:15,"[{'no': 'CI 601', 'airline': 'CAL'}]",,,TPE,,,,
2024-04-16,True,False,09:35,"[{'no': 'CX 624', 'airline': 'CPA'}]",,,BLR,,,,
2024-04-16,True,False,09:45,"[{'no': '5J 110', 'airline': 'CEB'}]",,,MNL,,,,
2024-04-16,True,False,09:50,"[{'no': 'CX 660', 'airline': 'CPA'}, {'no': 'AA 8945', 'airline': 'AAL'}, {'no': 'JL 7912', 'airline': 'JAL'}, {'no': 'OM 5624', 'airline': 'MGL'}]",,,BOM,,,,
2024-04-16,True,False,09:55,"[{'no': 'CX 407', 'airline': 'CPA'}]",,,TPE,,,,
2024-04-16,True,False,09:55,"[{'no': 'UO 697', 'airline': 'HKE'}, {'no': 'CX 5697', 'airline': 'CPA'}]",,,CJU,,,,
2024-04-16,True,False,10:00,"[{'no': 'FD 508', 'airline': 'AIQ'}]",,,DMK,,,,
2024-04-16,True,False,10:05,"[{'no': 'BR 851', 'airline': 'EVA'}, {'no': 'HX 1821', 'airline': 'CRK'}]",,,TPE,,,,
2024-04-16,True,False,10:05,"[{'no': 'CI 903', 'airline': 'CAL'}]",,,TPE,,,,
2024-04-16,True,False,10:10,"[{'no': 'PR 300', 'airline': 'PAL'}]",,,MNL,,,,
2024-04-16,True,False,10:15,"[{'no': 'UO 625', 'airline': 'HKE'}]",,,HND,,,,
2024-04-16,True,False,10:20,"[{'no': 'TR 978', 'airline': 'TGW'}]",,,SIN,,,,
2024-04-16,True,False,10:20,"[{'no': 'MU 2901', 'airline': 'CES'}]",,,WUX,,,,
2024-04-16,True,False,10:20,"[{'no': 'CX 738', 'airline': 'CPA'}]",,,DXB,,,,
2024-04-16,True,False,10:25,"[{'no': 'MU 9623', 'airline': 'CES'}]",,,KMG,,,,
2024-04-16,True,False,10:25,"[{'no': 'CX 616', 'airline': 'CPA'}, {'no': 'AA 8953', 'airline': 'AAL'}, {'no': 'AC 9761', 'airline': 'ACA'}, {'no': 'PG 4571', 'airline': 'BKP'}, {'no': 'OM 5636', 'airline': 'MGL'}, {'no': 'GF 4066', 'airline': 'GFA'}]",,,BKK,,,,
2024-04-16,True,False,10:30,"[{'no': 'HX 499', 'airline': 'CRK'}, {'no': 'HU 8259', 'airline': 'CHH'}]",,,CKG,,,,
2024-04-16,True,False,10:30,"[{'no': 'CX 912', 'airline': 'CPA'}, {'no': 'AC 9788', 'airline': 'ACA'}]",,,MNL,,,,
2024-04-16,True,False,10:30,"[{'no': 'AK 2281', 'airline': 'AXM'}]",,,PEN,,,,
2024-04-16,True,False,10:30,"[{'no': 'MU 765', 'airline': 'CES'}, {'no': 'FM 3033', 'airline': 'CSH'}]",,,NKG,,,,
2024-04-16,True,False,10:35,"[{'no': 'MF 8715', 'airline': 'CXA'}]",,,JJN,,,,
2024-04-16,True,False,10:45,"[{'no': 'CX 692', 'airline': 'CPA'}, {'no': 'AA 8899', 'airline': 'AAL'}, {'no': 'AY 5116', 'airline': 'FIN'}, {'no': 'OM 5736', 'airline': 'MGL'}, {'no': 'FJ 5461', 'airline': 'FJI'}]",,,SIN,,,,
2024-04-16,True,False,10:55,"[{'no': 'BR 845', 'airline': 'EVA'}, {'no': 'HX 1845', 'airline': 'CRK'}]",,,KHH,,,,
2024-04-16,True,False,10:55,"[{'no': 'HX 129', 'airline': 'CRK'}, {'no': 'HU 8517', 'airline': 'CHH'}]",,,HGH,,,,
2024-04-16,True,False,10:55,"[{'no': 'OM 297', 'airline': 'MGL'}, {'no': 'CX 6200', 'airline': 'CPA'}]",,,UBN,,,,
2024-04-16,True,False,10:55,"[{'no': 'KE 171', 'airline': 'KAL'}, {'no': 'DL 7771', 'airline': 'DAL'}]",,,ICN,,,,
2024-04-16,True,False,11:05,"[{'no': 'CX 345', 'airline': 'CPA'}, {'no': 'CA 6507', 'airline': 'CCA'}]",,,PEK,,,,
2024-04-16,True,False,11:15,"[{'no': 'AK 138', 'airline': 'AXM'}]",,,KUL,,,,
2024-04-16,True,False,11:20,"[{'no': 'SQ 874', 'airline': 'SIA'}]",,,SIN,,,,
2024-04-16,True,False,11:20,"[{'no': 'MF 381', 'airline': 'CXA'}]",,,XMN,,,,
2024-04-16,True,False,11:30,"[{'no': 'ZH 9095', 'airline': 'CSZ'}, {'no': 'CA 3361', 'airline': 'CCA'}, {'no': 'CX 6251', 'airline': 'CPA'}]",,,WUX,,,,
2024-04-16,True,False,11:30,"[{'no': 'CX 361', 'airline': 'CPA'}]",,,PVG,,,,
2024-04-16,True,False,11:35,"[{'no': 'CA 101', 'airline': 'CCA'}, {'no': 'CX 6101', 'airline': 'CPA'}]",,,PEK,,,,
2024-04-16,True,False,11:40,"[{'no': 'OZ 721', 'airline': 'AAR'}, {'no': 'HX 1551', 'airline': 'CRK'}]",,,ICN,,,,
2024-04-16,True,False,11:40,"[{'no': 'UO 227', 'airline': 'HKE'}, {'no': 'CX 5227', 'airline': 'CPA'}]",,,NGB,,,,
2024-04-16,True,False,11:45,"[{'no': 'CX 983', 'airline': 'CPA'}]",,,CAN,,,,
2024-04-16,True,False,11:45,"[{'no': 'MM 063', 'airline': 'APJ'}]",,,KIX,,,,
2024-04-16,True,False,11:45,"[{'no': 'UO 131', 'airline': 'HKE'}]",,,KHH,,,,
2024-04-16,True,False,11:45,"[{'no': 'TG 600', 'airline': 'THA'}, {'no': 'AC 7408', 'airline': 'ACA'}, {'no': 'GF 6300', 'airline': 'GFA'}, {'no': 'WY 5902', 'airline': 'OMA'}, {'no': 'TK 8010', 'airline': 'THY'}]",,,BKK,,,,
2024-04-16,True,False,11:50,"[{'no': 'CA 103', 'airline': 'CCA'}, {'no': 'CX 6103', 'airline': 'CPA'}]",,,TSN,,,,
2024-04-16,True,False,11:50,"[{'no': 'MU 5017', 'airline': 'CES'}, {'no': 'FM 3011', 'airline': 'CSH'}]",,,SHA,,,,
2024-04-16,True,False,11:50,"[{'no': 'HX 235', 'airline': 'CRK'}]",,,PVG,,,,
2024-04-16,True,False,12:00,"[{'no': 'UO 193', 'airline': 'HKE'}, {'no': 'CX 5193', 'airline': 'CPA'}]",,,RMQ,,,,
2024-04-16,True,False,12:10,"[{'no': 'CA 411', 'airline': 'CCA'}, {'no': 'CX 6121', 'airline': 'CPA'}]",,,TFU,,,,
2024-04-16,True,False,12:10,"[{'no': 'BR 867', 'airline': 'EVA'}, {'no': 'HX 1823', 'airline': 'CRK'}]",,,TPE,,,,
2024-04-16,True,False,12:10,"[{'no': 'HX 603', 'airline': 'CRK'}, {'no': 'TK 9212', 'airline': 'THY'}]",,,KIX,,,,
2024-04-16,True,False,12:10,"[{'no': 'CX 700', 'airline': 'CPA'}, {'no': 'AA 8893', 'airline': 'AAL'}, {'no': 'AC 9760', 'airline': 'ACA'}, {'no': 'AY 5102', 'airline': 'FIN'}, {'no': 'QR 5854', 'airline': 'QTR'}, {'no': 'PG 4553', 'airline': 'BKP'}, {'no': 'FJ 5455', 'airline': 'FJI'}, {'no': 'OM 5640', 'airline': 'MGL'}]",,,BKK,,,,
2024-04-16,True,False,12:10,"[{'no': 'CZ 309', 'airline': 'CSN'}, {'no': '3U 7001', 'airline': 'CSC'}]",,,PKX,,,,
2024-04-16,True,False,12:15,"[{'no': 'CX 597', 'airline': 'CPA'}, {'no': 'JL 7029', 'airline': 'JAL'}]",,,KIX,,,,
2024-04-16,True,False,12:15,"[{'no': 'TW 115', 'airline': 'TWB'}]",,,ICN,,,,
2024-04-16,True,False,12:30,"[{'no': 'CX 365', 'airline': 'CPA'}]",,,PVG,,,,
2024-04-16,True,False,12:30,"[{'no': 'NH 859', 'airline': 'ANA'}, {'no': 'UA 7907', 'airline': 'UAL'}]",,,HND,,,,
2024-04-16,True,False,12:30,"[{'no': 'UO 551', 'airline': 'HKE'}, {'no': 'CX 5551', 'airline': 'CPA'}]",,,HAN,,,,
2024-04-16,True,False,12:35,"[{'no': '7C 2101', 'airline': 'JJA'}]",,,ICN,,,,
2024-04-16,True,False,12:40,"[{'no': 'AK 237', 'airline': 'AXM'}]",,,BKI,,,,
2024-04-16,True,False,12:40,"[{'no': 'SQ 882', 'airline': 'SIA'}]",,,SIN,,,,
2024-04-16,True,False,12:40,"[{'no': 'SC 1151', 'airline': 'CDG'}, {'no': 'CA 8871', 'airline': 'CCA'}]",,,TNA,,,,
2024-04-16,True,False,12:40,"[{'no': 'SC 4633', 'airline': 'CDG'}, {'no': 'CA 8857', 'airline': 'CCA'}]",,,TAO,,,,
2024-04-16,True,False,12:45,"[{'no': 'MU 701', 'airline': 'CES'}, {'no': 'FM 3025', 'airline': 'CSH'}]",,,PVG,,,,
2024-04-16,True,False,12:50,"[{'no': 'KE 173', 'airline': 'KAL'}, {'no': 'DL 7921', 'airline': 'DAL'}]",,,ICN,,,,
2024-04-16,True,False,12:55,"[{'no': 'CI 909', 'airline': 'CAL'}]",,,TPE,,,,
2024-04-16,True,False,13:00,"[{'no': 'CX 417', 'airline': 'CPA'}, {'no': 'QF 8228', 'airline': 'QFA'}]",,,ICN,,,,
2024-04-16,True,False,13:00,"[{'no': 'CX 431', 'airline': 'CPA'}]",,,KHH,,,,
2024-04-16,True,False,13:05,"[{'no': 'CA 111', 'airline': 'CCA'}, {'no': 'CX 6111', 'airline': 'CPA'}]",,,PEK,,,,
2024-04-16,True,False,13:05,"[{'no': 'HX 305', 'airline': 'CRK'}, {'no': 'HU 8159', 'airline': 'CHH'}]",,,PEK,,,,
2024-04-16,True,False,13:05,"[{'no': 'CX 503', 'airline': 'CPA'}, {'no': 'JL 7053', 'airline': 'JAL'}, {'no': 'QR 5835', 'airline': 'QTR'}]",,,KIX,,,,
2024-04-16,True,False,13:10,"[{'no': '6E 1707', 'airline': 'IGO'}]",,,DEL,,,,
2024-04-16,True,False,13:10,"[{'no': 'UO 821', 'airline': 'HKE'}, {'no': 'CX 5821', 'airline': 'CPA'}]",,,OKA,,,,
2024-04-16,True,False,13:15,"[{'no': 'CX 509', 'airline': 'CPA'}, {'no': 'FJ 5475', 'airline': 'FJI'}, {'no': 'JL 7041', 'airline': 'JAL'}, {'no': 'QR 5857', 'airline': 'QTR'}]",,,NRT,,,,
2024-04-16,True,False,13:15,"[{'no': 'CX 906', 'airline': 'CPA'}, {'no': 'AC 9776', 'airline': 'ACA'}]",,,MNL,,,,
2024-04-16,True,False,13:15,"[{'no': 'MH 072', 'airline': 'MAS'}, {'no': 'CX 6000', 'airline': 'CPA'}, {'no': 'FY 7050', 'airline': 'FFM'}, {'no': 'UL 2772', 'airline': 'ALK'}, {'no': 'AY 6632', 'airline': 'FIN'}, {'no': 'WY 5583', 'airline': 'OMA'}]",,,KUL,,,,
2024-04-16,True,False,13:25,"[{'no': 'HX 706', 'airline': 'CRK'}, {'no': 'GA 9770', 'airline': 'GIA'}]",,,DPS,,,,
2024-04-16,True,False,13:30,"[{'no': 'HX 607', 'airline': 'CRK'}]",,,NRT,,,,
2024-04-16,True,False,13:30,"[{'no': 'VN 592', 'airline': 'HVN'}]",,,HAN,,,,
2024-04-16,True,False,13:30,"[{'no': 'JL 029', 'airline': 'JAL'}, {'no': 'AS 7333', 'airline': 'ASA'}, {'no': 'CX 6321', 'airline': 'CPA'}, {'no': 'HA 5001', 'airline': 'HAL'}, {'no': 'UK 2001', 'airline': 'VTI'}]",,,HND,,,,
2024-04-16,True,False,13:30,"[{'no': 'UO 553', 'airline': 'HKE'}, {'no': 'CX 5553', 'airline': 'CPA'}]",,,DAD,,,,
2024-04-16,True,False,13:45,"[{'no': 'CX 347', 'airline': 'CPA'}, {'no': 'CA 6509', 'airline': 'CCA'}]",,,PEK,,,,
2024-04-16,True,False,13:50,"[{'no': 'CA 419', 'airline': 'CCA'}, {'no': 'CX 6129', 'airline': 'CPA'}]",,,CKG,,,,
2024-04-16,True,False,13:50,"[{'no': 'CX 543', 'airline': 'CPA'}, {'no': 'JL 7031', 'airline': 'JAL'}, {'no': 'FJ 5477', 'airline': 'FJI'}, {'no': 'QR 5841', 'airline': 'QTR'}]",,,HND,,,,
2024-04-16,True,False,13:50,"[{'no': 'CX 841', 'airline': 'CPA'}, {'no': 'MH 9187', 'airline': 'MAS'}, {'no': 'OM 5841', 'airline': 'MGL'}, {'no': 'LA 5640', 'airline': 'LAN'}]",,,JFK,,,,
2024-04-16,True,False,13:50,"[{'no': 'HB 703', 'airline': 'HGB'}]",,,TPE,,,,
2024-04-16,True,False,13:55,"[{'no': 'SQ 892', 'airline': 'SIA'}]",,,SIN,,,,
2024-04-16,True,False,13:55,"[{'no': 'HX 679', 'airline': 'CRK'}]",,,OKA,,,,
2024-04-16,True,False,14:00,"[{'no': 'CX 973', 'airline': 'CPA'}]",,,XMN,,,,
2024-04-16,True,False,14:05,"[{'no': 'CX 250', 'airline': 'CPA'}]",,,LHR,,,,
2024-04-16,True,False,14:05,"[{'no': 'CX 658', 'airline': 'CPA'}, {'no': 'AA 8890', 'airline': 'AAL'}, {'no': 'AY 5134', 'airline': 'FIN'}, {'no': 'FJ 5459', 'airline': 'FJI'}, {'no': 'OM 5618', 'airline': 'MGL'}]",,,SIN,,,,
2024-04-16,True,False,14:05,"[{'no': 'CX 959', 'airline': 'CPA'}, {'no': 'CA 6523', 'airline': 'CCA'}]",,,HGH,,,,
2024-04-16,True,False,14:15,"[{'no': 'CA 765', 'airline': 'CCA'}, {'no': 'CX 6165', 'airline': 'CPA'}]",,,INC,,,,
2024-04-16,True,False,14:15,"[{'no': 'OD 605', 'airline': 'MXD'}]",,,KUL,,,,
2024-04-16,True,False,14:20,"[{'no': 'PR 318', 'airline': 'PAL'}]",Est at 14:20,,MNL,,,,
2024-04-16,True,False,14:20,"[{'no': 'CX 718', 'airline': 'CPA'}, {'no': 'AA 8904', 'airline': 'AAL'}, {'no': 'BA 4572', 'airline': 'BAW'}, {'no': 'QR 3468', 'airline': 'QTR'}]",,,CGK,,,,
2024-04-16,True,False,14:20,"[{'no': 'CX 780', 'airline': 'CPA'}, {'no': 'AA 8957', 'airline': 'AAL'}, {'no': 'JL 7920', 'airline': 'JAL'}, {'no': 'QR 3480', 'airline': 'QTR'}]",,,SUB,,,,
2024-04-16,True,False,14:25,"[{'no': 'BR 869', 'airline': 'EVA'}, {'no': 'HX 1825', 'airline': 'CRK'}]",,,TPE,,,,
2024-04-16,True,False,14:25,"[{'no': 'HX 253', 'airline': 'CRK'}, {'no': 'BR 2897', 'airline': 'EVA'}]",,,TPE,,,,
2024-04-16,True,False,14:35,"[{'no': 'HX 113', 'airline': 'CRK'}, {'no': 'HU 8515', 'airline': 'CHH'}]",,,HGH,,,,
2024-04-16,True,False,14:35,"[{'no': 'FD 500', 'airline': 'AIQ'}]",,,DMK,,,,
2024-04-16,True,False,14:40,"[{'no': 'CX 501', 'airline': 'CPA'}, {'no': 'FJ 5473', 'airline': 'FJI'}, {'no': 'JL 7043', 'airline': 'JAL'}, {'no': 'QR 3458', 'airline': 'QTR'}]",,,NRT,,,,
2024-04-16,True,False,14:40,"[{'no': 'EK 382', 'airline': 'UAE'}]",,,DXB,,,,
2024-04-16,True,False,14:40,"[{'no': 'HB 282', 'airline': 'HGB'}]",,,BKK,,,,
2024-04-16,True,False,14:45,"[{'no': 'HX 237', 'airline': 'CRK'}, {'no': 'HU 8358', 'airline': 'CHH'}]",,,PVG,,,,
2024-04-16,True,False,14:50,"[{'no': 'MU 6091', 'airline': 'CES'}]",,,YNT,,,,
2024-04-16,True,False,14:50,"[{'no': 'ET 644', 'airline': 'ETH'}]",,,ADD,,,,
2024-04-16,True,False,14:50,"[{'no': 'QW 9919', 'airline': 'QDA'}]",,,TAO,,,,
2024-04-16,True,False,14:50,"[{'no': 'UO 705', 'airline': 'HKE'}]",,,BKK,,,,
2024-04-16,True,False,14:55,"[{'no': 'MU 503', 'airline': 'CES'}, {'no': 'FM 3017', 'airline': 'CSH'}, {'no': 'HO 3509', 'airline': 'DKH'}]",,,PVG,,,,
2024-04-16,True,False,15:00,"[{'no': 'UQ 2649', 'airline': 'CUH'}]",,,URC,,,,
2024-04-16,True,False,15:00,"[{'no': 'CX 750', 'airline': 'CPA'}, {'no': 'AA 8908', 'airline': 'AAL'}, {'no': 'AC 9764', 'airline': 'ACA'}, {'no': 'PG 4559', 'airline': 'BKP'}, {'no': 'AY 5859', 'airline': 'FIN'}, {'no': 'GF 4050', 'airline': 'GFA'}, {'no': 'QR 5850', 'airline': 'QTR'}]",,,BKK,,,,
2024-04-16,True,False,15:00,"[{'no': 'UO 847', 'airline': 'HKE'}, {'no': 'CX 5847', 'airline': 'CPA'}]",,,KOJ,,,,
2024-04-16,True,False,15:05,"[{'no': 'CX 110', 'airline': 'CPA'}, {'no': 'AY 5092', 'airline': 'FIN'}, {'no': 'BA 4132', 'airline': 'BAW'}, {'no': 'QR 3470', 'airline': 'QTR'}, {'no': 'OM 5623', 'airline': 'MGL'}]",,,SYD,,,,
2024-04-16,True,False,15:05,"[{'no': 'CX 608', 'airline': 'CPA'}, {'no': 'QR 5847', 'airline': 'QTR'}]",,,PNH,,,,
2024-04-16,True,False,15:05,"[{'no': 'QR 818', 'airline': 'QTR'}, {'no': 'JU 8319', 'airline': 'ASL'}, {'no': 'BA 2355', 'airline': 'BAW'}, {'no': 'CX 9202', 'airline': 'CPA'}, {'no': 'IB 7925', 'airline': 'IBE'}, {'no': 'LA 6038', 'airline': 'LAN'}, {'no': 'WY 6064', 'airline': 'OMA'}]",,,DOH,,,,
2024-04-16,True,False,15:05,"[{'no': 'CX 930', 'airline': 'CPA'}, {'no': 'AC 9786', 'airline': 'ACA'}]",,,MNL,,,,
2024-04-16,True,False,15:10,"[{'no': 'CX 319', 'airline': 'CPA'}]",,,PVG,,,,
2024-04-16,True,False,15:10,"[{'no': 'CX 922', 'airline': 'CPA'}, {'no': 'PR 3202', 'airline': 'PAL'}, {'no': 'AC 9766', 'airline': 'ACA'}]",,,CEB,,,,
2024-04-16,True,False,15:10,"[{'no': 'UO 173', 'airline': 'HKE'}, {'no': 'CX 5173', 'airline': 'CPA'}]",,,RMQ,,,,
2024-04-16,True,False,15:15,"[{'no': 'PG 805', 'airline': 'BKP'}, {'no': 'AF 4379', 'airline': 'AFR'}, {'no': 'CX 6502', 'airline': 'CPA'}, {'no': 'HX 3751', 'airline': 'CRK'}, {'no': 'AY 6276', 'airline': 'FIN'}, {'no': 'QR 4396', 'airline': 'QTR'}, {'no': 'TG 7342', 'airline': 'THA'}]",,,USM,,,,
2024-04-16,True,False,15:15,"[{'no': 'CX 495', 'airline': 'CPA'}]",,,TPE,,,,
2024-04-16,True,False,15:15,"[{'no': 'CX 766', 'airline': 'CPA'}, {'no': 'AA 8909', 'airline': 'AAL'}, {'no': 'AC 9768', 'airline': 'ACA'}, {'no': 'BA 4558', 'airline': 'BAW'}, {'no': 'AY 5104', 'airline': 'FIN'}, {'no': 'VN 3562', 'airline': 'HVN'}, {'no': 'JL 7928', 'airline': 'JAL'}, {'no': 'QF 8244', 'airline': 'QFA'}, {'no': 'QR 3482', 'airline': 'QTR'}, {'no': 'OM 5610', 'airline': 'MGL'}]",,,SGN,,,,
2024-04-16,True,False,15:20,"[{'no': 'BA 031', 'airline': 'BAW'}]",,,LHR,,,,
2024-04-16,True,False,15:25,"[{'no': 'KL 887', 'airline': 'KLM'}, {'no': 'AF 8405', 'airline': 'AFR'}]",,,AMS,,,,
2024-04-16,True,False,15:30,"[{'no': 'CI 913', 'airline': 'CAL'}]",,,TPE,,,,
2024-04-16,True,False,15:30,"[{'no': 'UO 619', 'airline': 'HKE'}]",,,ICN,,,,
2024-04-16,True,False,15:35,"[{'no': 'HX 162', 'airline': 'CRK'}, {'no': 'HU 8081', 'airline': 'CHH'}]",,,SYX,,,,
2024-04-16,True,False,15:35,"[{'no': 'UO 111', 'airline': 'HKE'}]",,,TPE,,,,
2024-04-16,True,False,15:40,"[{'no': 'VJ 986', 'airline': 'VJC'}]",,,PQC,,,,
2024-04-16,True,False,15:55,"[{'no': 'CA 427', 'airline': 'CCA'}, {'no': 'CX 6127', 'airline': 'CPA'}]",,,TFU,,,,
2024-04-16,True,False,15:55,"[{'no': 'HU 705', 'airline': 'CHH'}, {'no': 'HX 1205', 'airline': 'CRK'}]",,,HAK,,,,
